unique_id,burned_area_coef,abs_burned_area_coef,burned_area_p_value
United States of America_11111209,3.22337710760221e-05,3.22337710760221e-05,0.537659652236314
United States of America_11111212,-0.000708634220027049,0.000708634220027049,0.113484959256625
United States of America_11111216,0.000162798067810821,0.000162798067810821,0.159974992601723
United States of America_11111218,0,0,
United States of America_11111219,0,0,
United States of America_11111220,3.51356185818145e-05,3.51356185818145e-05,0.415432888573915
United States of America_11111223,-2.7681326413665e-21,2.7681326413665e-21,1
United States of America_11111224,0,0,
United States of America_11111225,-7.04320952955659e-05,7.04320952955659e-05,0.673085859431927
United States of America_11111226,0,0,
United States of America_11111227,0,0,
United States of America_11111228,-9.18399560925098e-05,9.18399560925098e-05,0.988299620736273
United States of America_11111229,2.21822350333099e-05,2.21822350333099e-05,0.151840758968492
United States of America_11111235,0,0,
United States of America_11111236,1.94596924938287e-07,1.94596924938287e-07,0.145642285549399
United States of America_11111237,0.000287954662160901,0.000287954662160901,0.21066971192181
United States of America_11111238,-0.00212194136581028,0.00212194136581028,0.374602655277137
United States of America_11111240,-9.38234999914816e-06,9.38234999914816e-06,0.374359625788874
United States of America_11111241,0,0,
United States of America_11111243,2.51902083052328e-05,2.51902083052328e-05,0.168731737449309
United States of America_11111244,0,0,
United States of America_11111248,7.01811131123164e-05,7.01811131123164e-05,0.168348207663543
United States of America_11111250,2.85798860100526e-06,2.85798860100526e-06,0.817537268839182
United States of America_11111251,0,0,
United States of America_11111252,0.00357369580962545,0.00357369580962545,0.467085611580287
United States of America_11111265,0.00011278103122231,0.00011278103122231,0.929295447123253
United States of America_11111267,0,0,
United States of America_11111268,4.99603491293384e-06,4.99603491293384e-06,0.374359644175822
United States of America_11111271,0,0,
United States of America_11111272,-0.00176763268774113,0.00176763268774113,0.372968959555309
United States of America_11111274,-7.37332850984835e-05,7.37332850984835e-05,0.0259799136544821
United States of America_11111275,0,0,
United States of America_11111277,0,0,
United States of America_11111280,0,0,1
United States of America_11111281,-3.35501069150838e-05,3.35501069150838e-05,0.483113626897897
United States of America_11111285,0,0,
United States of America_11111286,-8.31863776726078e-05,8.31863776726078e-05,0.713036573510632
United States of America_11111287,0,0,
United States of America_11111292,7.96076316006591e-05,7.96076316006591e-05,0.678056383596278
United States of America_11111293,0,0,
United States of America_11111294,0.00236331853479066,0.00236331853479066,0.43823939342352
United States of America_11111300,7.35047134254057e-05,7.35047134254057e-05,0.592380815058982
United States of America_11111304,0.00212568802511867,0.00212568802511867,0.540535255552501
United States of America_11111306,0,0,
United States of America_11111358,0,0,
United States of America_11111359,0,0,
United States of America_11111361,0.00341327759306082,0.00341327759306082,0.337071884997956
United States of America_11111362,-0.000152051146264245,0.000152051146264245,0.963866154744139
United States of America_11111364,0,0,
United States of America_11111365,6.33649768866263e-06,6.33649768866263e-06,0.780499936710312
United States of America_11111368,0,0,
United States of America_11111371,0.000506603666940891,0.000506603666940891,0.328689758461374
United States of America_11111374,0.000673470603207839,0.000673470603207839,0.315333616659533
United States of America_11111377,0.000313427214539395,0.000313427214539395,0.328688809192583
United States of America_11111380,-0.00221496327451524,0.00221496327451524,0.771619809314984
United States of America_11111381,8.05340247289321e-07,8.05340247289321e-07,0.690322933521569
United States of America_11111382,0,0,
United States of America_11111383,-0.00170670212353132,0.00170670212353132,0.0919826568172688
United States of America_11111384,0.000277311536689719,0.000277311536689719,0.0748060484589735
United States of America_11111386,0.00215780730067662,0.00215780730067662,0.568675103342765
United States of America_11111387,0,0,
United States of America_11111389,-0.000508909455478168,0.000508909455478168,0.551018625431337
United States of America_11111390,0,0,
United States of America_11111391,-0.000495130010970347,0.000495130010970347,0.239360735213264
United States of America_11111393,0,0,
United States of America_11111394,0.000423202625660852,0.000423202625660852,0.0919826611716403
United States of America_11111395,-0.00356262420424059,0.00356262420424059,0.387724357513452
United States of America_11111399,-7.00050022525853e-06,7.00050022525853e-06,0.822111971789791
United States of America_11111401,0.000850498912222283,0.000850498912222283,0.780499936742777
United States of America_11111402,0.00228970953023223,0.00228970953023223,0.0137754718071175
United States of America_11111404,0,0,
United States of America_11111405,1.68590748766703e-07,1.68590748766703e-07,0.32868891785524
United States of America_11111409,0,0,
United States of America_11111410,0,0,
United States of America_11111412,0.000577425441178764,0.000577425441178764,0.417312517410785
United States of America_11111455,0.00208888085497778,0.00208888085497778,0.190717808526583
United States of America_11111457,0.00880118261254551,0.00880118261254551,0.138227717897497
United States of America_11111459,2.88184216525137e-06,2.88184216525137e-06,0.530253582871996
United States of America_11111464,-3.88432292438978e-06,3.88432292438978e-06,0.628028436826141
United States of America_11111469,0,0,1
United States of America_1111147,4.23256180322684e-05,4.23256180322684e-05,0.916471693104959
United States of America_11111470,0.00124425512247161,0.00124425512247161,0.219213317314901
United States of America_11111472,3.8886189487353e-05,3.8886189487353e-05,0.673085861519834
United States of America_11111473,4.11983712175604e-06,4.11983712175604e-06,0.889797439871963
United States of America_11111477,-0.00451312016997077,0.00451312016997077,0.170572541667619
United States of America_11111479,0,0,
United States of America_11111481,-0.000223916091652657,0.000223916091652657,0.482538994623385
United States of America_11111483,0,0,
United States of America_11111486,2.63377437679058e-06,2.63377437679058e-06,0.99925395974643
United States of America_11111487,0,0,
United States of America_11111489,-0.00125845344796824,0.00125845344796824,0.144923029435346
United States of America_1111149,-0.00138947062856593,0.00138947062856593,0.32869010552434
United States of America_11111490,-0.00196032533786009,0.00196032533786009,0.144923029384018
United States of America_11111491,0,0,
United States of America_11111492,0,0,
United States of America_11111493,0.00378095119221413,0.00378095119221413,0.490100680614073
United States of America_11111496,0,0,
United States of America_11111501,0,0,
United States of America_11111506,0,0,
United States of America_11111516,-0.00108009169583598,0.00108009169583598,0.102883805537253
United States of America_1111152,-0.000429944211404305,0.000429944211404305,0.374359628745227
United States of America_1111155,-0.0133545032947773,0.0133545032947773,0.329313500874648
United States of America_1111156,0.000546848815945148,0.000546848815945148,0.792235542634544
United States of America_1111157,0.000746020789955327,0.000746020789955327,0.314575096629825
United States of America_1111159,5.22934475059202e-06,5.22934475059202e-06,0.568675119624265
United States of America_1111165,-0.000297529023500698,0.000297529023500698,0.838380469006763
United States of America_1111173,-0.00393650958579561,0.00393650958579561,0.508768666742661
United States of America_1111174,0.00190116230158643,0.00190116230158643,0.468433901710322
United States of America_1111175,0,0,
United States of America_1111176,-0.000876574647197568,0.000876574647197568,0.475247557809789
United States of America_1111177,2.05347051504445e-08,2.05347051504445e-08,0.568675127998301
United States of America_111137,-2.61571009112654e-05,2.61571009112654e-05,0.468584748185016
United States of America_111142,5.29880940707996e-06,5.29880940707996e-06,0.780499930078567
United States of America_111149,-0.000128232476697237,0.000128232476697237,0.776168435940995
United States of America_111151,0,0,
United States of America_11115137,0.00245001542096745,0.00245001542096745,0.669737268964059
United States of America_11115141,0.000198574963721428,0.000198574963721428,0.7806121544539
United States of America_11115147,-0.000170716378929102,0.000170716378929102,0.443167378330693
United States of America_11115150,5.21008033774676e-05,5.21008033774676e-05,0.780473717410083
United States of America_11115152,0,0,
United States of America_11115154,-0.00825630994138985,0.00825630994138985,0.0523255658658937
United States of America_11115155,0,0,
United States of America_11115164,-1.58407216771978e-05,1.58407216771978e-05,0.336067334929049
United States of America_11115171,0.00627285912386366,0.00627285912386366,0.214134814305694
United States of America_11115172,6.68506297320152e-06,6.68506297320152e-06,0.780499932006289
United States of America_111152,0,0,
United States of America_11115203,0,0,
United States of America_11115205,0.000434185066977846,0.000434185066977846,0.275002064165894
United States of America_11115206,0.00187289688807461,0.00187289688807461,0.210669711872276
United States of America_11115207,-0.000759489728217348,0.000759489728217348,0.144923032054309
United States of America_11115209,-0.000225487550678864,0.000225487550678864,0.0919826611715584
United States of America_11115215,0,0,
United States of America_11115216,0.00711126875255459,0.00711126875255459,0.229675192500434
United States of America_11115217,0,0,
United States of America_11115218,0.00800243813266622,0.00800243813266622,0.209482763977406
United States of America_11115219,0.0033303512540669,0.0033303512540669,0.504814287848416
United States of America_11115220,-0.00827540407802472,0.00827540407802472,0.224603336271511
United States of America_11115221,-0.00322587009997115,0.00322587009997115,0.372730798920999
United States of America_11115222,0.00471695928787197,0.00471695928787197,0.368486873563233
United States of America_11115223,1.76976589996359e-05,1.76976589996359e-05,0.794341492303476
United States of America_11115224,0.00481097334849591,0.00481097334849591,0.379549963368146
United States of America_11115225,0.00593866161940097,0.00593866161940097,0.374359625767322
United States of America_11115226,-5.0856512955192e-08,5.0856512955192e-08,0.374359623257621
United States of America_11115229,-0.00144662785237221,0.00144662785237221,0.70439379565125
United States of America_11115230,-0.00940887801389766,0.00940887801389766,0.123075034192029
United States of America_11115232,0.00389583883207744,0.00389583883207744,0.56867510586315
United States of America_11115240,0.00501220042613782,0.00501220042613782,0.494090576378078
United States of America_11115241,-0.00503083904792264,0.00503083904792264,0.457941709236966
United States of America_11115242,0.00127421735928408,0.00127421735928408,0.780499933741405
United States of America_11115245,0.0059137802579337,0.0059137802579337,0.143804392341374
United States of America_11115250,-0.000435338388026316,0.000435338388026316,0.518019413618688
United States of America_11115251,-5.78483269577809e-07,5.78483269577809e-07,0.841107230094454
United States of America_11115254,-0.000557968036753768,0.000557968036753768,0.568675113772914
United States of America_11115257,0.00196984573306025,0.00196984573306025,0.353700254802133
United States of America_11115291,0.000792689067018791,0.000792689067018791,0.69560996471116
United States of America_11115292,-2.23741429138755e-06,2.23741429138755e-06,0.37458311764369
United States of America_11115293,-0.00332111658292919,0.00332111658292919,0.123073783438844
United States of America_11115294,0.000457772945545196,0.000457772945545196,0.195922589750207
United States of America_11115297,0,0,
United States of America_11115301,-0.000126882236771861,0.000126882236771861,0.835361921409179
United States of America_11115306,0.00194616862388151,0.00194616862388151,0.728492029425538
United States of America_11115307,0.00341431145001264,0.00341431145001264,0.50805731862304
United States of America_11115310,0.00101140590390074,0.00101140590390074,0.673085857344147
United States of America_11115312,0.00487844312931879,0.00487844312931879,0.258722344779788
United States of America_11115313,0.000359640324578685,0.000359640324578685,0.77251113028557
United States of America_11115315,0.000987731605470653,0.000987731605470653,0.288661422085316
United States of America_11115319,0.00184819076111622,0.00184819076111622,0.352870462100574
United States of America_111155,-0.00506984714357188,0.00506984714357188,0.144936080206996
United States of America_111156,-0.00140477682152051,0.00140477682152051,0.0919826650469341
United States of America_111161,0,0,
United States of America_111162,4.17811823174956e-05,4.17811823174956e-05,0.673085859741828
Romania_11170,9.69493215112593e-05,9.69493215112593e-05,0.091982664463748
Romania_11172,0,0,
Romania_11174,0,0,
Romania_11176,-1.545459231408e-05,1.545459231408e-05,0.890074576939113
Afghanistan_1122,0,0,
Australia_1129,0.000817396931854903,0.000817396931854903,0.33349392055437
Australia_1130,-0.00049965577070749,0.00049965577070749,0.877206203070862
Australia_1132,0.00562026388705865,0.00562026388705865,0.214529185832978
Australia_1141,0.000726018489501254,0.000726018489501254,0.0988298216317618
Australia_1145,0.000317357239335386,0.000317357239335386,0.611040764408757
Australia_1147,0.000636875753725768,0.000636875753725768,0.789776408982158
Australia_1148,-0.000519691049912582,0.000519691049912582,0.680385112794956
Bulgaria_11496,-2.03114919620566e-08,2.03114919620566e-08,0.328691531507059
Bulgaria_11500,0,0,
Bulgaria_11502,0,0,
Guatemala_115070,0,0,
Bulgaria_11508,0,0,
Australia_1151,-0.00617359992370181,0.00617359992370181,0.167847194187697
Panama_115110,3.57257082076836e-06,3.57257082076836e-06,0.203545933333236
Bulgaria_11519,0,0,
Turkey_115296,-4.39810127233501e-05,4.39810127233501e-05,0.32868611145592
Australia_1154,-4.82443942352207e-05,4.82443942352207e-05,0.67240309446146
Canada_115407,-2.24337462232612e-05,2.24337462232612e-05,0.144923034707014
Bulgaria_11542,-5.17902315862805e-06,5.17902315862805e-06,0.568675113424606
Bulgaria_11549,0,0,
Bulgaria_11550,0,0,
Bulgaria_11559,0,0,
Bulgaria_11564,0.000330720339367924,0.000330720339367924,0.468584760541385
Bulgaria_11571,-0.000371589325272173,0.000371589325272173,0.312070304111705
Brazil_115765,-0.00185192623128754,0.00185192623128754,0.610479560617021
Bolivia_115769,-0.0018205609386942,0.0018205609386942,0.351783119672874
Brazil_115772,-2.98350118090182e-05,2.98350118090182e-05,0.512552885550055
Australia_1160,0,0,
Australia_1161,0.000504606580894696,0.000504606580894696,0.287758637210373
Turkey_116101,-4.74978693280875e-05,4.74978693280875e-05,0.328687102088882
Albania_11667,-0.000346046680293269,0.000346046680293269,0.270978537753451
Mongolia_11746,-0.00128234372158138,0.00128234372158138,0.0919672101484021
Kazakhstan_11827,-3.72553353585393e-05,3.72553353585393e-05,0.210882759129001
Uzbekistan_11829,-1.04466208806606e-06,1.04466208806606e-06,0.374359625962509
Indonesia_11884,7.47302574386172e-06,7.47302574386172e-06,0.543686614174289
Indonesia_11885,0,0,
Indonesia_11942,0,0,
Indonesia_11943,0,0,
Saudi Arabia_11947,0,0,
Saudi Arabia_11948,0,0,
Saudi Arabia_11956,-4.24143937069948e-07,4.24143937069948e-07,0.602687612950094
Saudi Arabia_11973,1.0161168866014e-06,1.0161168866014e-06,0.889797440005335
Saudi Arabia_11974,0,0,
Saudi Arabia_11979,-7.77686546633277e-07,7.77686546633277e-07,0.510517164755579
Saudi Arabia_11981,0,0,
Botswana_1224,-0.00196272903209172,0.00196272903209172,0.716714407807545
Japan_12276,0,0,
Japan_12279,0,0,
Turkey_1229,0,0,
Norway_12328,0,0,
Kenya_12344,-0.000180744288566822,0.000180744288566822,0.504385213888172
Cameroon_1241,-0.00729322283155478,0.00729322283155478,0.00236406680895211
Equatorial Guinea_1242,9.54312895182806e-09,9.54312895182806e-09,0.328688467884885
China_124309_A,0,0,
Mongolia_124309_B,0,0,
Indonesia_124434,1.73012473356887e-05,1.73012473356887e-05,0.541662793745513
Central African Republic_1245,1.84469874828209e-05,1.84469874828209e-05,0.379247597281322
El Salvador_12494,6.80725668078229e-06,6.80725668078229e-06,0.780499935263784
El Salvador_12524,-1.25226816892771e-06,1.25226816892771e-06,0.253803485758794
Indonesia_1254,0.000405375331087275,0.000405375331087275,0.684719434246386
Indonesia_1256,5.27839009660558e-05,5.27839009660558e-05,0.877211403886422
Guatemala_12572,-0.000575057633894256,0.000575057633894256,0.664447193977527
Guatemala_12583,-0.000261390651864488,0.000261390651864488,0.567663453732699
Norway_125832,0,0,
Norway_125836,0,0,
Norway_125837,0,0,
Norway_125838,0,0,
Norway_125841,0,0,
Norway_125843,0,0,
Norway_125844,0,0,
Norway_125849,0,0,
Norway_125863,0,0,
Norway_125875,0,0,
Norway_125877,0,0,
Norway_125886,-0.00058547698071152,0.00058547698071152,0.468584735733195
Norway_125888,0,0,
Norway_125890,0,0,
Guatemala_12591,0.00506131731853109,0.00506131731853109,4.4845535290985e-05
Guatemala_12594,-0.000119128182242222,0.000119128182242222,0.379443195492268
Australia_125961,0.00427328239217204,0.00427328239217204,0.306684859882639
Australia_125986,4.68047806231767e-05,4.68047806231767e-05,0.374359628494206
Australia_125996_A,-0.000285676745880229,0.000285676745880229,0.115429970560635
Australia_125996_B,-7.7684018247373e-05,7.7684018247373e-05,0.63060253060208
Australia_126009,8.29080165957496e-05,8.29080165957496e-05,0.287758644104335
Australia_126017,0.00371737633803612,0.00371737633803612,0.23390018463152
Australia_126022,-0.023506801232417,0.023506801232417,0.328688711049599
Australia_126024_A,-0.00241448035961979,0.00241448035961979,0.350899422866807
Australia_126047,8.80433947839999e-05,8.80433947839999e-05,0.287758650117173
Australia_126048,0.0012766586926114,0.0012766586926114,0.501281528126923
Australia_126057,0.000584763645865658,0.000584763645865658,0.600734726718536
Australia_126061,-0.00101494266772931,0.00101494266772931,0.537300092328783
Australia_126094,0.00248319618199718,0.00248319618199718,0.576679522986844
Australia_126109,0.000328130115336801,0.000328130115336801,0.211558219750157
Australia_126111,-0.00304553420253432,0.00304553420253432,0.374359635690868
Australia_126112,0.00163421802917575,0.00163421802917575,0.688240902800481
Australia_126132,-0.000418933127702559,0.000418933127702559,0.139434824152695
Australia_126140,4.84537241336549e-05,4.84537241336549e-05,0.287758641747753
Australia_126152,-0.000856050902686899,0.000856050902686899,0.519542416207797
Australia_126164,0.00150787662718837,0.00150787662718837,0.353453249428351
Australia_126178,-0.00174513849968134,0.00174513849968134,0.143373911023868
Australia_126184,0.00060247025517806,0.00060247025517806,0.45744041626521
Australia_126186,-0.000110776052522009,0.000110776052522009,0.561021324373062
