unique_id,X,Y,og_layer,burned_area_coef,abs_burned_area_coef,burned_area_p_value
Canada_101659_A,-127.51683170162,50.5413347029362,protected_areas,0,0,
Canada_101663,-127.004667563955,50.337771186996,protected_areas,9.79947629949153e-05,9.79947629949153e-05,0.374359633319862
Canada_101666_A,-127.819488755741,50.4942864780197,protected_areas,0,0,
Canada_101672,-123.58473586635,49.5987591594871,protected_areas,2.32401802000843e-05,2.32401802000843e-05,0.63564181933324
Canada_101677,-126.626665293461,50.0608559637099,protected_areas,0,0,
Canada_101679_A,-124.293491272003,48.4916906395993,protected_areas,-0.000151082316417552,0.000151082316417552,0.091982669514768
Canada_101684,-119.272777740886,52.1415710253194,protected_areas,-2.35510223027978e-05,2.35510223027978e-05,0.210669718889135
Canada_101688_A,-127.198794889931,50.050966270544,protected_areas,0,0,
Canada_101699,-126.101230038409,49.8664772113136,protected_areas,-7.64810063847853e-05,7.64810063847853e-05,0.144923042123355
Canada_101705_A,-126.956032658518,49.8115322716453,protected_areas,0,0,
Canada_101708,-125.132297315366,50.1444558167794,protected_areas,0,0,
Canada_101724,-121.50605650652,50.5992181967813,protected_areas,0,0,
Canada_101726,-121.450203559992,50.6905690376904,protected_areas,-0.00294123309485345,0.00294123309485345,0.144923023300277
Canada_101727,-119.9863647588,51.4547398034097,protected_areas,4.07464400617605e-05,4.07464400617605e-05,0.465985677645505
Canada_101728,-121.277474595589,50.7603548863383,protected_areas,0.00127544013470413,0.00127544013470413,0.468584752152902
Canada_101736,-121.494478831096,50.6377777899265,protected_areas,0,0,
Canada_101740,-120.367642971395,51.6390685595234,protected_areas,0.000350023456698704,0.000350023456698704,0.391601801045431
Finland_101951,26.6903760810477,60.5603924114446,protected_areas,-1.32204974751074e-06,1.32204974751074e-06,0.468584742683394
Finland_101964,22.5570459751196,61.2416260814384,protected_areas,0,0,
Finland_101965,24.5314722871107,60.3143509481157,protected_areas,0,0,
Finland_101966,25.4320666197767,61.3828317875705,protected_areas,-2.26818050753798e-06,2.26818050753798e-06,0.468584772901997
Russia_101968,30.6347347315815,63.4118232903022,protected_areas,0,0,
Russia_101969,29.7855991642431,65.1902293818428,protected_areas,0,0,
Finland_101974,27.7434920115406,66.3064500782131,protected_areas,0,0,
Finland_101978,25.8179402148724,67.7652599356168,protected_areas,0,0,
Finland_102003,26.2611755833729,65.7350733574394,protected_areas,0,0,
Russia_102007,29.8956034010626,64.5787715248189,protected_areas,0,0,
Finland_102008,26.254102455172,65.2409082677922,protected_areas,0,0,
Finland_102009,27.1089552774165,64.7798199343155,protected_areas,0,0,
Finland_102010,26.7643258725898,64.7428864027426,protected_areas,0,0,
Finland_102011,25.0054557976997,66.4796734686201,protected_areas,0,0,
Finland_102012,27.4040893259623,64.9579762342794,protected_areas,0,0,
Finland_102013,26.667885149983,64.3297854658577,protected_areas,0,0,
Finland_102014,23.9934533909044,63.4741095715702,protected_areas,-2.60987761133442e-05,2.60987761133442e-05,0.374359631537061
Finland_102015,26.5227050266077,65.2072236659631,protected_areas,0,0,
Finland_102016,25.4406961466529,65.7865546051922,protected_areas,0,0,
Finland_102017,27.2179737031562,65.0365849952527,protected_areas,0,0,
Finland_102018,29.2503942069574,63.8963134936726,protected_areas,0,0,
Finland_102020,29.6707365868454,65.3630326183082,protected_areas,0,0,
Finland_102024,26.5848328384536,64.2162927776429,protected_areas,-2.30604756288287e-05,2.30604756288287e-05,0.374359631537061
Russia_102025,31.4901395086474,62.8806915763719,protected_areas,0,0,
Finland_102026,26.831676434353,65.5728936183981,protected_areas,0,0,
Finland_102027,26.7817321755931,64.6630356647472,protected_areas,0,0,
Finland_102028,30.8844936205776,63.1011335380583,protected_areas,0,0,
Finland_102029,24.620846875086,63.655081995153,protected_areas,0,0,
Finland_102030,26.3708156203816,67.2605691474327,protected_areas,0,0,
Finland_102031,24.3885531906376,63.3194060433981,protected_areas,0,0,
Finland_102032,28.8138688509585,65.7251565899318,protected_areas,0,0,
Finland_102033,25.5171935394571,65.7279081754833,protected_areas,0,0,
Finland_102034,26.4343767211236,64.1003019919762,protected_areas,0,0,
Finland_102035,26.3166309832785,65.4082497146336,protected_areas,0,0,
Finland_102036,29.9865187669244,63.6392715321066,protected_areas,0,0,
Finland_102037,24.5789787289893,63.4064796282254,protected_areas,0,0,
Finland_102039,23.5110823826543,62.3854990458547,protected_areas,0,0,
Finland_102040,27.3657675428049,64.871847182232,protected_areas,0,0,
Finland_102042,29.0340918573373,64.6650064290713,protected_areas,0,0,
Finland_102043,29.0600370536138,64.8023553239352,protected_areas,0,0,
Finland_102050,23.7795547643951,67.1710256115033,protected_areas,0,0,
Finland_102052,25.9112398123642,65.7395471910691,protected_areas,0,0,
Finland_102055,29.6000366080598,65.6431484306346,protected_areas,0,0,
Finland_102056,26.5066425864063,65.8288161266964,protected_areas,0,0,
Finland_102058,25.409012704304,65.5837372939443,protected_areas,0,0,
Finland_102062,25.8340987527353,64.568036015288,protected_areas,0,0,
Finland_102063,24.1654885729234,61.8288706715733,protected_areas,0,0,
Finland_102071,26.7148111381654,67.6950236354681,protected_areas,0,0,
Finland_102072,21.9277366723184,61.9877144122941,protected_areas,0,0,
Finland_102073,29.523576039032,64.5282607815133,protected_areas,0,0,
Finland_102076,22.5463005777096,62.0231595271543,protected_areas,0,0,
Finland_102079,23.1410760726341,62.369654119276,protected_areas,0,0,
Finland_102081,24.3103095229866,63.075609929965,protected_areas,0,0,
Finland_102102,24.3091604732084,63.0994664672924,protected_areas,0,0,
Honduras_102221,-88.1305713741362,14.92135663178,protected_areas,0.000121383579655664,0.000121383579655664,0.15897565710792
Ukraine_102250,25.2281901252716,48.1846847529209,protected_areas,-1.07222961869904e-06,1.07222961869904e-06,0.99415586681474
Costa Rica_102334,-84.9814600312109,10.6563622911473,protected_areas,1.93806000718681e-05,1.93806000718681e-05,0.0449396638701595
Costa Rica_102337,-84.6309698109003,10.2404418676233,protected_areas,0,0,
Costa Rica_102367,-83.2604585849438,8.70765689823666,protected_areas,1.37841854552957e-22,1.37841854552957e-22,1
Australia_102535,149.673694733902,-34.0985684213226,protected_areas,1.47159092507057e-06,1.47159092507057e-06,0.298372517135301
Australia_102538,149.257371935225,-37.1005940578241,protected_areas,0.000886838402656837,0.000886838402656837,0.219506657702291
Australia_102539,153.035677388425,-30.4104319527799,protected_areas,0,0,
Australia_102541,150.499220065032,-35.1822841365907,protected_areas,-0.000784148874278336,0.000784148874278336,0.916412192587129
Australia_102543,149.320166524775,-36.9242787306955,protected_areas,8.17242133241771e-06,8.17242133241771e-06,0.210669729597005
Australia_102546,152.249113060911,-29.0882421098148,protected_areas,-0.00125858228431499,0.00125858228431499,0.233672750959065
Australia_102553,145.558742449115,-33.6679809843011,protected_areas,0.000103276229451887,0.000103276229451887,0.37270314816006
Australia_102555,150.663897535471,-33.7940579432036,protected_areas,-0.0307753140181843,0.0307753140181843,0.314093365111627
Australia_102556,151.187035768186,-33.3999870107102,protected_areas,-0.00229712294633387,0.00229712294633387,0.201509060006504
Australia_102558,152.443424364321,-28.4551719213288,protected_areas,0.000324966005127048,0.000324966005127048,0.468492936575503
Australia_102574_A,116.539881161572,-31.6908271091214,protected_areas,4.2358143624383e-05,4.2358143624383e-05,0.815395853659766
Australia_102574_B,116.532456595367,-31.6686320965749,protected_areas,-0.000118444187002447,0.000118444187002447,0.493887463554049
Australia_102575,125.500484667639,-18.0108400060451,protected_areas,-0.00411424205879846,0.00411424205879846,0.125355184206109
Australia_102578,115.8076549196,-32.2773981664925,protected_areas,-0.00207687956096638,0.00207687956096638,0.0919826611826415
Australia_102593,145.620551164692,-38.3152913247556,protected_areas,0,0,
Indonesia_10312,99.2357140866087,1.68601995261048,protected_areas,4.4454369038332e-06,4.4454369038332e-06,0.568675122144711
Guatemala_103123,-91.4859910699349,14.7051812396196,protected_areas,8.44325868425638e-06,8.44325868425638e-06,0.963637425218208
Indonesia_10314,99.2414392465881,1.5460926437457,protected_areas,0,0,
Sweden_103386,14.6856942104349,63.1979774408559,protected_areas,0,0,
Sweden_10404,13.1612985404591,60.8506721249505,protected_areas,0,0,
Sweden_10409,13.7404450930378,58.3662859894983,protected_areas,0,0,
Burkina Faso_1049,-1.25719004156746,11.4821099039629,protected_areas,-0.00650062048669292,0.00650062048669292,0.0117373034344053
Montenegro_1051,19.1091895994019,43.1453246282981,protected_areas,-8.13793423716595e-05,8.13793423716595e-05,0.868265137173814
Bosnia and Herzegovina_1055,18.6541920108569,43.3287860770927,protected_areas,9.12270326168009e-06,9.12270326168009e-06,0.323176869537213
United Kingdom_10558,-4.58753933250835,57.6640061709974,protected_areas,0,0,
Australia_10585,148.597380157077,-34.9615304062691,protected_areas,-0.00627871559813334,0.00627871559813334,0.148692958542694
Australia_10588,152.861622996582,-31.5055984488498,protected_areas,0.00170855502028044,0.00170855502028044,0.295750003276099
Australia_10589,152.439311047329,-30.1644550040782,protected_areas,0.00196019799916296,0.00196019799916296,0.367389501372533
Montenegro_1059,19.6410056062115,42.8850005251572,protected_areas,1.59745322791246e-05,1.59745322791246e-05,0.889841445362696
Australia_10615,152.537962734239,-32.2572464213803,protected_areas,6.80819405919189e-05,6.80819405919189e-05,0.841670732576725
Australia_10628,151.11817797387,-33.7683598849362,protected_areas,-0.00058493624169521,0.00058493624169521,0.0961550212275303
Sweden_106783,17.5421900967959,64.6090726541914,protected_areas,0,0,
Sweden_106838,15.8943825956662,62.6759226882359,protected_areas,0,0,
Poland_106887,19.5425271216945,49.5892808885676,protected_areas,0,0,
Guatemala_107148,-89.7067036770387,15.0668113237166,protected_areas,-0.00012179719511723,0.00012179719511723,0.9201241787296
Guatemala_107157,-90.8827396224804,14.4550731216713,protected_areas,0.00221952110942044,0.00221952110942044,0.270127840401134
Brazil_10780,-64.5070112436952,5.70385686850309,protected_areas,-4.26531729184592e-05,4.26531729184592e-05,0.374319359974304
Democratic Republic of the Congo_1080,27.582453048267,-0.41311548439044,protected_areas,8.48699970445111e-07,8.48699970445111e-07,0.315691182932382
Costa Rica_108146,-84.3760882520964,9.71361497180137,protected_areas,0,0,
Costa Rica_108154,-83.6942414173093,9.97258398095015,protected_areas,0,0,
Costa Rica_108173,-83.7097639489828,9.67357237117686,protected_areas,0,0,
Brazil_10822,-48.508460675448,-27.4776160939031,protected_areas,2.6933984961104e-05,2.6933984961104e-05,0.468584748071709
Brazil_10830,-68.3628446032008,-2.23411249248936,protected_areas,-5.95043226581108e-08,5.95043226581108e-08,0.938738588464841
Brazil_10842,-38.6014870281211,-9.72111507774847,protected_areas,6.2790624872178e-05,6.2790624872178e-05,0.886869291020862
Brazil_10845,-67.5900423971377,-3.14584447487134,protected_areas,-4.29934545642476e-06,4.29934545642476e-06,0.319169259311936
Brazil_10846,-40.2145939999734,-6.68230950779816,protected_areas,0,0,
Argentina_10862,-67.1345916112231,-32.5567719782677,protected_areas,-0.000277132494288315,0.000277132494288315,0.338860706576482
Argentina_10868,-64.7707688209929,-31.6859491609342,protected_areas,0.000594034500276435,0.000594034500276435,0.669970605095108
Zambia_1089,22.6075669635763,-14.5255657255128,protected_areas,0.00159238202810267,0.00159238202810267,0.529440059888462
Zambia_1097,27.3967480160406,-15.4933519101203,protected_areas,-0.00391558553762622,0.00391558553762622,0.556551282242448
Argentina_11,-64.6433613561527,-22.5818193582098,protected_areas,-3.08585675601249e-05,3.08585675601249e-05,0.00261426279785499
Zimbabwe_1107,28.5948658148899,-16.9574955434844,protected_areas,-0.0141372301111498,0.0141372301111498,0.00116553392387996
Zimbabwe_1110,28.5214768715909,-20.5461125229432,protected_areas,0.00230143171389411,0.00230143171389411,0.300440478132897
United States of America_11111188,-119.504123106754,44.3751278641029,protected_areas,0.000712840565930086,0.000712840565930086,0.78631171573124
United States of America_11111192,-111.894368148595,45.2049234223326,protected_areas,0.000184578909041183,0.000184578909041183,0.474557841778831
United States of America_11111194,-118.067748401252,44.1016993435076,protected_areas,-0.00107674486637026,0.00107674486637026,0.497148369282658
United States of America_11111199,-111.82655089077,46.0291359133842,protected_areas,0,0,
United States of America_11111200,-112.558436466731,44.9898844113418,protected_areas,-9.07671395952346e-05,9.07671395952346e-05,0.714659170918536
United States of America_11111209,-118.19066808588,44.0075702317234,protected_areas,3.22337709816377e-05,3.22337709816377e-05,0.537659657778156
United States of America_11111223,-112.181460790389,44.8472744802158,protected_areas,-2.49822038813129e-21,2.49822038813129e-21,1
United States of America_11111227,-113.085575043205,45.3418242215088,protected_areas,0,0,
United States of America_11111235,-112.942983239947,45.1084794128832,protected_areas,0,0,
United States of America_11111238,-116.877412496586,44.999650025746,protected_areas,-0.0021219413514248,0.0021219413514248,0.374602670183917
United States of America_1111124,-122.341612251554,44.962543902111,protected_areas,0.00192263103083787,0.00192263103083787,0.210669714787702
United States of America_11111241,-112.880078858863,46.7573024821779,protected_areas,0,0,
United States of America_11111265,-113.633583886915,46.3860369172018,protected_areas,0.000112781031514718,0.000112781031514718,0.929295446260805
United States of America_11111286,-110.239964228221,47.4652781065667,protected_areas,-8.31863776726078e-05,8.31863776726078e-05,0.713036573510632
United States of America_11111296,-107.615004077918,44.4876466358114,protected_areas,0,0,
United States of America_11111300,-113.215455562887,46.8889095231918,protected_areas,7.35047134254057e-05,7.35047134254057e-05,0.592380815058982
United States of America_11111359,-122.700592087103,42.1344549422039,protected_areas,0,0,
United States of America_11111362,-116.55039922087,45.1204630088849,protected_areas,-0.000152051146264247,0.000152051146264247,0.963866154744139
United States of America_11111365,-121.547164594528,42.9341610258708,protected_areas,6.33649768866264e-06,6.33649768866264e-06,0.780499936710312
United States of America_11111368,-122.017469895227,46.1042537567143,protected_areas,0,0,
United States of America_11111369,-123.598107282782,42.3954253561273,protected_areas,0.00139369461124184,0.00139369461124184,0.373115620312843
United States of America_11111371,-113.966912541213,48.3642707564784,protected_areas,0.000506603666838264,0.000506603666838264,0.328686722694418
United States of America_11111374,-118.360055427605,44.2062048562906,protected_areas,0.000673470603207839,0.000673470603207839,0.315333616659533
United States of America_11111377,-122.28279832588,46.1652471520641,protected_areas,0.000313427214575237,0.000313427214575237,0.328691158451017
United States of America_11111380,-123.727430505007,42.2803995181434,protected_areas,-0.00221496326533043,0.00221496326533043,0.77161981366738
United States of America_11111381,-121.760316200192,48.0694281128619,protected_areas,8.05340247289321e-07,8.05340247289321e-07,0.690322933521569
United States of America_11111382,-114.703026884342,48.5984578787563,protected_areas,0,0,
United States of America_11111383,-123.987854133712,42.0247758834245,protected_areas,-0.00170670212227397,0.00170670212227397,0.0919826579562342
United States of America_11111384,-115.524371434239,46.2289558036434,protected_areas,0.000277311536295023,0.000277311536295023,0.0748060504439016
United States of America_11111386,-115.615931767949,44.0666516180255,protected_areas,0.00215780729446338,0.00215780729446338,0.568675108405036
United States of America_11111387,-111.25064813379,42.494304854896,protected_areas,0,0,
United States of America_11111389,-121.617114158269,44.4951202368578,protected_areas,-0.000508909455449872,0.000508909455449872,0.55101862553611
United States of America_11111390,-121.580657101901,45.9007859658745,protected_areas,0,0,
United States of America_11111391,-115.813044961981,44.7426415223553,protected_areas,-0.000495130006442567,0.000495130006442567,0.239360756110288
United States of America_11111394,-123.865499769272,47.4356184233586,protected_areas,0.000423202626256832,0.000423202626256832,0.0919826589944468
United States of America_11111395,-119.966266700083,48.6555627654771,protected_areas,-0.00356262419027406,0.00356262419027406,0.387724366155935
United States of America_11111399,-116.063337916013,48.2208549883809,protected_areas,-7.00050022561903e-06,7.00050022561903e-06,0.822111971748679
United States of America_11111401,-119.397082501277,44.2644059611687,protected_areas,0.000850498912222283,0.000850498912222283,0.780499936742777
United States of America_11111402,-122.038968546067,45.9410832783857,protected_areas,0.00228970954040774,0.00228970954040774,0.0137754697163763
United States of America_11111404,-111.522493472207,42.1018566378541,protected_areas,0,0,
United States of America_11111405,-121.740541697735,46.1390467678993,protected_areas,1.68590748778003e-07,1.68590748778003e-07,0.328690178065158
United States of America_11111409,-121.967551348882,45.8265256773699,protected_areas,0,0,
United States of America_11111410,-122.251186533277,44.3418393060415,protected_areas,0,0,
United States of America_11111412,-114.66163182827,48.9369164780413,protected_areas,0.000577425441178764,0.000577425441178764,0.417312517410784
United States of America_11111458,-115.771157350706,45.5761196310583,protected_areas,-0.000265769169301077,0.000265769169301077,0.870182776678618
United States of America_11111463,-117.123477339043,48.9123037566694,protected_areas,6.08404911447345e-05,6.08404911447345e-05,0.530750510560551
United States of America_11111469,-114.042673006771,45.593874476576,protected_areas,-1.56740674951132e-19,1.56740674951132e-19,1
United States of America_11111470,-115.139822319339,47.6938133469829,protected_areas,0.0012442551207312,0.0012442551207312,0.2192133204493
United States of America_11111472,-117.004448480675,48.4981829030736,protected_areas,3.88861896620418e-05,3.88861896620418e-05,0.673085855256114
United States of America_11111473,-114.447252167629,46.1476394724883,protected_areas,4.11983712175604e-06,4.11983712175604e-06,0.889797439871963
United States of America_11111477,-114.540359078999,45.3073875873694,protected_areas,-0.00451312016348291,0.00451312016348291,0.170572544791903
United States of America_11111479,-113.756447802743,45.3142415256027,protected_areas,0,0,
United States of America_11111481,-115.265185393547,46.9672247878873,protected_areas,-0.000223916091554974,0.000223916091554974,0.482538995535944
United States of America_11111483,-115.640093824208,48.8916124739994,protected_areas,0,0,
United States of America_11111485,-114.289387004709,46.1178916443306,protected_areas,4.83675182410228e-05,4.83675182410228e-05,0.568675115234243
United States of America_11111486,-116.142313431444,45.620672617943,protected_areas,2.6337743628892e-06,2.6337743628892e-06,0.999253959746239
United States of America_11111487,-115.670726487875,48.3838665851916,protected_areas,0,0,
United States of America_11111489,-114.409158643037,46.8445759172035,protected_areas,-0.00125845344796824,0.00125845344796824,0.144923029435345
United States of America_11111490,-113.889851549272,46.7228353926451,protected_areas,-0.0019603253324257,0.0019603253324257,0.144923034639233
United States of America_11111491,-116.047225120041,47.8532488532704,protected_areas,0,0,
United States of America_11111492,-117.017560281521,48.6150707571876,protected_areas,0,0,
United States of America_11111493,-113.411536305103,47.2644663522529,protected_areas,0.00378095119845774,0.00378095119845774,0.490100677799274
United States of America_11111496,-113.894852355464,46.4512762674968,protected_areas,0,0,
United States of America_11111500,-116.984735989091,48.994287037011,protected_areas,-4.35548550096643e-09,4.35548550096643e-09,0.997339157295054
United States of America_11111501,-116.122226750534,47.8746575779605,protected_areas,0,0,
United States of America_11111506,-114.985039200217,48.4773039385628,protected_areas,0,0,
United States of America_1111153,-120.115720349392,43.9703395110797,protected_areas,0,0,
United States of America_1111157,-122.46243123187,42.0366574542748,protected_areas,0.000746020789955326,0.000746020789955326,0.314575096629826
United States of America_1111175,-122.31455793891,44.4173425728735,protected_areas,0,0,
United States of America_1111177,-118.139119664013,45.7218147246491,protected_areas,2.05347051504445e-08,2.05347051504445e-08,0.568675127998302
United States of America_111133,-120.756938864235,42.5400844036945,protected_areas,0.0081571352082445,0.0081571352082445,0.128800361118067
United States of America_111137,-111.74536936327,46.7858758272318,protected_areas,-2.61571009112654e-05,2.61571009112654e-05,0.468584748185017
United States of America_111142,-114.8689281077,47.330675496754,protected_areas,5.29880940707995e-06,5.29880940707995e-06,0.780499930078567
United States of America_111149,-115.940358938992,48.1993658689994,protected_areas,-0.000128232477059489,0.000128232477059489,0.776168433030522
United States of America_111151,-121.290789281289,43.8359744989713,protected_areas,0,0,
United States of America_11115135,-116.720685586511,33.4446490739491,protected_areas,-4.67483765427158e-05,4.67483765427158e-05,0.824747141209231
United States of America_11115137,-122.474739203152,38.9571102475472,protected_areas,0.00245001541177506,0.00245001541177506,0.669737274197938
United States of America_11115141,-123.652292528724,39.7840438513773,protected_areas,0.000198574964350638,0.000198574964350638,0.780612151396915
United States of America_11115170,-123.026782924793,40.0528428172225,protected_areas,0.00465096094907028,0.00465096094907028,0.306728460706692
United States of America_111152,-116.513407926718,47.7284641961416,protected_areas,0,0,
United States of America_11115203,-123.677683662767,41.2275008131025,protected_areas,0,0,
United States of America_11115205,-120.111709943873,39.610207550838,protected_areas,0.000434185066382946,0.000434185066382946,0.275002067244872
United States of America_11115206,-119.478057096584,37.1046224879297,protected_areas,0.00187289689061214,0.00187289689061214,0.210669708981646
United States of America_11115207,-119.927642347759,38.1657897581421,protected_areas,-0.000759489728217348,0.000759489728217348,0.144923032054309
United States of America_11115214,-121.470470055534,40.1823588379794,protected_areas,-0.00296721657890977,0.00296721657890977,0.611177696379464
United States of America_11115215,-120.606655584123,41.7990038293643,protected_areas,0,0,
United States of America_11115216,-122.715598904533,39.8506038422582,protected_areas,0.00711126873338199,0.00711126873338199,0.229675198398944
United States of America_11115217,-122.096550116434,40.8480236532359,protected_areas,0,0,
United States of America_11115219,-118.068386305868,34.2410131340116,protected_areas,0.0033303512540669,0.0033303512540669,0.504814287848416
United States of America_11115220,-117.714492485558,34.1937545100489,protected_areas,-0.00827540408555981,0.00827540408555981,0.224603335001941
United States of America_11115221,-117.114912964019,34.2361260116242,protected_areas,-0.00322587009820775,0.00322587009820775,0.37273080013429
United States of America_11115222,-122.559038947493,39.2776895760463,protected_areas,0.00471695928164624,0.00471695928164624,0.368486876525801
United States of America_11115223,-119.961023452206,38.7918569224002,protected_areas,1.76976589462385e-05,1.76976589462385e-05,0.794341495162446
United States of America_11115224,-119.909110923663,37.720479696103,protected_areas,0.0048109733484959,0.0048109733484959,0.379549963368146
United States of America_11115225,-122.800069259966,39.2796093529233,protected_areas,0.0059386616115945,0.0059386616115945,0.374359628657964
United States of America_11115239,-122.479241119051,41.3114179443629,protected_areas,0,0,
United States of America_11115240,-120.71044008669,40.1621652112403,protected_areas,0.00501220041938554,0.00501220041938554,0.49409057916757
United States of America_11115241,-116.812556230293,33.1450321826383,protected_areas,-0.00503083902666862,0.00503083902666862,0.457941717937798
United States of America_11115242,-120.561136199721,38.7822916492282,protected_areas,0.00127421735532186,0.00127421735532186,0.780499936742758
United States of America_11115245,-123.357103367239,40.3348794216269,protected_areas,0.00591378025793386,0.00591378025793386,0.143804392341323
United States of America_11115251,-122.089570384945,41.292833254148,protected_areas,-5.78483269577808e-07,5.78483269577808e-07,0.841107230094454
United States of America_11115253,-120.199678645436,38.7802222879023,protected_areas,0.0076990127927159,0.0076990127927159,0.147510766685144
United States of America_11115254,-120.539676655072,39.2371950553004,protected_areas,-0.00055796803926404,0.00055796803926404,0.568675105863368
United States of America_11115257,-122.616059863985,39.8214194176203,protected_areas,0.00196984573306025,0.00196984573306025,0.353700254802133
United States of America_11115290,-119.747534096323,38.459611256942,protected_areas,0.000976654735157516,0.000976654735157516,0.139421014060439
United States of America_11115291,-122.985957611385,40.4679952823064,protected_areas,0.00079268906668966,0.00079268906668966,0.695609965256022
United States of America_11115292,-119.217323224465,34.8016518836199,protected_areas,-2.23741429138755e-06,2.23741429138755e-06,0.37458311764369
United States of America_11115294,-120.172233120777,38.9209472255102,protected_areas,0.000457772945545197,0.000457772945545197,0.195922589750206
United States of America_11115301,-121.770156412139,40.1156198695589,protected_areas,-0.000126882236771861,0.000126882236771861,0.835361921409179
United States of America_11115306,-118.337472633105,34.4012448766836,protected_areas,0.00194616862388151,0.00194616862388151,0.728492029425538
United States of America_11115307,-119.404665133397,34.5552534751291,protected_areas,0.00341431145001264,0.00341431145001264,0.50805731862304
United States of America_11115315,-123.112309609627,39.5018031504037,protected_areas,0.000987731607151479,0.000987731607151479,0.288661418202047
United States of America_111155,-113.772792850527,46.9924527694669,protected_areas,-0.0050698471295712,0.0050698471295712,0.14493608543861
United States of America_111156,-121.101414116008,43.05085236016,protected_areas,-0.00140477682899835,0.00140477682899835,0.091982656817269
United States of America_111162,-115.859147178281,47.1186577891717,protected_areas,4.17811823174956e-05,4.17811823174956e-05,0.673085859741827
Zimbabwe_1112,25.588691274559,-18.2752098926667,protected_areas,-0.0123179894999043,0.0123179894999043,0.129417107443954
Romania_11170,25.939138320685,46.9562467688935,protected_areas,9.69493215112593e-05,9.69493215112593e-05,0.0919826644637479
Romania_11172,25.1688537831504,47.1276873244279,protected_areas,0,0,
Australia_1136,149.796527939252,-33.317333806949,protected_areas,-0.000101237917848301,0.000101237917848301,0.216592680004516
Australia_1138,149.821825394727,-32.389374588405,protected_areas,9.81807309375567e-05,9.81807309375567e-05,0.466916162624564
Australia_1139,149.941786334515,-36.7893464218802,protected_areas,-3.80937743923502e-05,3.80937743923502e-05,0.624281906078979
Australia_1144,149.479392548398,-31.4955726789883,protected_areas,0,0,
Australia_1148,153.039413580775,-30.0373277049093,protected_areas,-0.000519691039678557,0.000519691039678557,0.680385123349141
Bulgaria_11496,23.5303848222333,43.1960328443078,protected_areas,-2.03114919612886e-08,2.03114919612886e-08,0.328690531829193
Australia_1150,151.275144311003,-30.1717025849537,protected_areas,-0.000149476029316603,0.000149476029316603,0.0919826463701344
Bulgaria_11500,25.4384905749862,42.7031205293846,protected_areas,0,0,
Bulgaria_11501,23.6361165882307,41.4053358841848,protected_areas,0,0,
Bulgaria_11502,24.2999247502479,41.9964657771783,protected_areas,0,0,
Bulgaria_11503,23.3090514842475,42.5627190523734,protected_areas,0,0,
Republic of Serbia_11504,22.6253969420989,43.4448725288955,protected_areas,-8.20583051329068e-21,8.20583051329068e-21,1
Guatemala_115070,-91.4998512089137,14.8286330346851,protected_areas,0,0,
Bulgaria_11508,27.7563326420186,42.0818657987532,protected_areas,0,0,
