unique_id,WDPA_PID,NAME,STATUS_YR,country,continent,max_species_body_mass,mean_species_body_mass,median_species_body_mass,herbivore_fg,predator_fg,trophic_groups,predator_fg_simple,herbivore_fg_simple,n_species_pa,n_herbi_sp_pa,n_carni_sp_pa,n_mixed_feeder_sp_pa,n_grazer_sp_pa,n_browser_sp_pa,grazer_browser_ratio,grazer_mixed_ratio,browser_mixed_ratio,n_native_sp_pa,n_introduced_sp_pa,percent_native_sp,percent_introduced_sp,intro_native_ratio,prop_species_w_occasional_predator,prop_species_w_regular_predator,elephant_yn,GIS_AREA
Afghanistan_555705310,555705310,Wakhan National Park,2016,Afghanistan,Asia,180.5204,80.00083,50.84985,5,4,5,3,3,10,5,5,3,0,2,,0,0.666666666666667,10,0,1,0,0,1,1,no,10873.1025768722
Afghanistan_15504,15504,Nuristan,2020,Afghanistan,Asia,180.5204,58.0045285714286,42.93605,8,5,6,3,3,14,8,6,3,0,5,,0,1.66666666666667,14,0,1,0,0,1,1,no,5733.33576410871
Afghanistan_1122,1122,Band-i-Amir National Park,2009,Afghanistan,Asia,180.5204,58.5377222222222,41.7051,4,4,5,3,3,9,3,6,2,0,1,,0,0.5,9,0,1,0,0,1,1,no,606.326426269428
Afghanistan_1735,1735,Тигровая балка,1938,Afghanistan,Asia,162.564,54.1600125,39.44165,3,2,3,1,3,8,3,5,0,0,2,,,Inf,8,0,1,0,0,1,1,no,517.975542121785
Afghanistan_167080,167080,Даштиджум,1983,Afghanistan,Asia,180.5204,61.1591363636364,41,5,3,4,2,3,11,5,6,2,0,2,,0,1,11,0,1,0,0,1,1,no,368.030957870354
Afghanistan_167134,167134,Зоркуль,1972,Afghanistan,Asia,180.5204,85.3223571428572,44.167,4,3,5,3,2,7,4,3,3,0,1,,0,0.333333333333333,7,0,1,0,0,1,1,no,244.09343151847
Albania_1050,1050,Mavrovo,1949,Albania,Europe,180.5204,51.1001111111111,26.1,6,2,5,2,3,9,6,3,3,0,2,,0,0.666666666666667,9,0,1,0,0,1,1,no,735.208605128215
Albania_16385,16385,Nacionalni park Skadarsko jezero,1983,Albania,Europe,180.5204,59.4072857142857,32.1833,5,1,4,1,3,7,5,2,2,0,2,,0,1,7,0,1,0,0,1,1,no,432.910541756419
Albania_101425,101425,Bredhi i Hotoves-Dangelli,2008,Albania,Europe,180.5204,59.9335,27.34165,4,1,3,1,2,6,4,2,1,0,2,,0,2,6,0,1,0,0,1,1,no,343.58706850219
Albania_555513697,555513697,Shebenik-Jabllanice,2008,Albania,Europe,180.5204,50.456375,24.3,5,2,4,2,2,8,5,3,2,0,2,,0,1,8,0,1,0,0,1,1,no,339.196116173147
Albania_392905,392905,Ethniko Parko limnon Mikris kai Megalis Prespas,2009,Albania,Europe,180.5204,67.3812625,27.34165,4,2,4,2,2,8,4,4,1,0,2,,0,2,8,0,1,0,0,1,1,no,323.80782514938
Albania_344,344,Mali i Dajtit,2006,Albania,Europe,180.5204,59.9335,27.34165,4,1,3,1,2,6,4,2,1,0,2,,0,2,6,0,1,0,0,1,1,no,292.110475308853
Albania_181967,181967,Prespa,1999,Albania,Europe,180.5204,53.9358571428571,22.5,4,2,4,2,2,7,4,3,1,0,2,,0,2,7,0,1,0,0,1,1,no,277.497610766992
Albania_346,346,Mali i Tomorrit,2012,Albania,Europe,180.5204,55.1001428571429,26.1,5,1,3,1,2,7,5,2,2,0,2,,0,1,7,0,1,0,0,1,1,no,261.033776393326
Albania_2516,2516,Galichica,1958,Albania,Europe,180.5204,50.456375,24.3,5,2,4,2,2,8,5,3,2,0,2,,0,1,8,0,1,0,0,1,1,no,243.503504757661
Albania_392902,392902,"Ethniko Parko Limnon Mikris kai Megalis Prespas - Zones Prostasias tis Fysis B2, B4, B6",2009,Albania,Europe,180.5204,67.3812625,27.34165,4,2,4,2,2,8,4,4,1,0,2,,0,2,8,0,1,0,0,1,1,no,242.554537833146
Albania_101424,101424,Lugina e Valbones,1996,Albania,Europe,180.5204,50.456375,24.3,5,2,4,2,2,8,5,3,2,0,2,,0,1,8,0,1,0,0,1,1,no,214.032237475555
Albania_555638701,555638701,Lurë–Mali i Dejës,2018,Albania,Europe,180.5204,51.1001111111111,26.1,6,2,5,2,3,9,6,3,3,0,2,,0,0.666666666666667,9,0,1,0,0,1,1,no,202.567530455586
Albania_555560009,555560009,Nacionalni park Prokletije,2009,Albania,Europe,180.5204,50.456375,24.3,5,2,4,2,2,8,5,3,2,0,2,,0,1,8,0,1,0,0,1,1,no,167.46352599977
Albania_101471,101471,Lumi i Gashit,1996,Albania,Europe,180.5204,50.456375,24.3,5,2,4,2,2,8,5,3,2,0,2,,0,1,8,0,1,0,0,1,1,no,102.700273573725
Albania_181966,181966,Butrinti,2013,Albania,Europe,180.5204,59.9335,27.34165,4,1,3,1,2,6,4,2,1,0,2,,0,2,6,0,1,0,0,1,1,no,94.2274533208792
Albania_12444,12444,Thethi,1966,Albania,Europe,180.5204,50.456375,24.3,5,2,4,2,2,8,5,3,2,0,2,,0,1,8,0,1,0,0,1,1,no,47.8517416615883
Albania_392901,392901,"Ethniko Parko Limnon Mikris kai Megalis Prespas - Zones Prostasias tis Fysis B1, B3, B5, B7",2009,Albania,Europe,180.5204,74.4428714285714,32.1833,4,1,3,1,2,7,4,3,1,0,2,,0,2,7,0,1,0,0,1,1,no,44.2502559320911
Albania_101427,101427,Qafe Shtame,1996,Albania,Europe,180.5204,59.9335,27.34165,4,1,3,1,2,6,4,2,1,0,2,,0,2,6,0,1,0,0,1,1,no,19.9980697524534
Albania_101474,101474,Kardhiqi,1996,Albania,Europe,180.5204,59.9335,27.34165,4,1,3,1,2,6,4,2,1,0,2,,0,2,6,0,1,0,0,1,1,no,18.0003227744255
Albania_555638721,555638721,Zgjerimi i PK Mali i Tomorrit,2018,Albania,Europe,180.5204,59.9335,27.34165,4,1,3,1,2,6,4,2,1,0,2,,0,2,6,0,1,0,0,1,1,no,13.8288906674961
Albania_62072,62072,Bredhi i Drenoves,1966,Albania,Europe,180.5204,59.9335,27.34165,4,1,3,1,2,6,4,2,1,0,2,,0,2,6,0,1,0,0,1,1,no,13.8009503687385
Albania_11667,11667,Llogara,1966,Albania,Europe,180.5204,55.1001428571429,26.1,5,1,3,1,2,7,5,2,2,0,2,,0,1,7,0,1,0,0,1,1,no,10.0971743090525
Algeria_9741,9741,El Kala,1983,Algeria,Africa,180.5204,92.4751444444444,101.0521,5,4,5,3,3,8,4,4,2,0,2,,0,1,8,1,1,0.125,0.125,1,1,no,778.435734438042
Algeria_9740,9740,Chréa,1983,Algeria,Africa,180.5204,72.7470375,48.3524,5,4,5,3,3,8,4,4,1,0,3,,0,3,8,0,1,0,0,1,1,no,277.411685166811
Algeria_9742,9742,Belezma,1984,Algeria,Africa,200,107.646614285714,101.0521,4,4,4,3,3,7,3,4,2,0,1,,0,0.5,7,0,1,0,0,1,1,no,272.715790533551
Algeria_555698159,555698159,Babor-Tababort,2019,Algeria,Africa,180.5204,72.7470375,48.3524,5,4,5,3,3,8,4,4,1,0,3,,0,3,8,0,1,0,0,1,1,no,235.180911940677
Algeria_4118,4118,Djurdjura,1983,Algeria,Africa,180.5204,72.7470375,48.3524,5,4,5,3,3,8,4,4,1,0,3,,0,3,8,0,1,0,0,1,1,no,202.568544030962
Algeria_101170,101170,Tlemcen,1993,Algeria,Africa,161.4991,57.7819875,44.85255,5,4,6,3,3,8,4,4,2,0,2,,0,1,8,0,1,0,0,1,1,no,82.2034761555899
Algeria_9743,9743,Taza,1984,Algeria,Africa,180.5204,72.7470375,48.3524,5,4,5,3,3,8,4,4,1,0,3,,0,3,8,0,1,0,0,1,1,no,41.23416067209
Algeria_9739,9739,Théniet El Had,1983,Algeria,Africa,161.4991,59.1794142857143,41.7051,4,4,5,3,3,7,3,4,1,0,2,,0,2,7,0,1,0,0,1,1,no,40.5557052822448
Algeria_9747,9747,Gouraya,1984,Algeria,Africa,180.5204,72.7470375,48.3524,5,4,5,3,3,8,4,4,1,0,3,,0,3,8,0,1,0,0,1,1,no,21.2409463788803
Angola_5081,5081,Mavinga National Park,2011,Angola,Africa,4400,421.13864,72.74995,14,4,6,2,4,31,24,7,8,8,6,1.33333333333333,1,0.75,31,0,1,0,0,,,yes,42257.6763424122
Angola_4493,4493,Luengue-Luiana National Park,2011,Angola,Africa,4400,317.378170967742,62.9999,13,4,6,2,4,32,24,8,8,7,7,1,0.875,0.875,32,0,1,0,0,,,yes,22442.6294275694
Angola_885,885,Skeleton Coast Park,1973,Angola,Africa,4400,610.201688235294,54.9997,11,4,7,3,4,18,12,6,4,2,4,0.5,0.5,1,18,0,1,0,0,,,yes,16906.2238479156
Angola_347,347,Iona National Park,1964,Angola,Africa,4400,365.668935,52.42525,12,4,7,3,4,21,15,6,5,2,6,0.333333333333333,0.4,1.2,21,0,1,0,0,,,yes,15174.4405573639
Angola_349,349,Cameia National Park,1938,Angola,Africa,1180.5109,140.887908,58.0003,12,4,6,2,4,25,18,7,4,6,7,0.857142857142857,1.5,1.75,25,0,1,0,0,1,0.944444444444444,no,14510.1191857464
Angola_348,348,Quiçãma National Park,1957,Angola,Africa,4400,355.774568181818,56.5,12,4,6,2,4,22,15,7,5,2,7,0.285714285714286,0.4,1.4,22,0,1,0,0,0.933333333333333,0.866666666666667,yes,9229.34584399135
Angola_350,350,Bicuar National Park,1964,Angola,Africa,4400,313.287064,54.9997,13,4,6,2,4,26,19,7,7,4,6,0.666666666666667,0.571428571428571,0.857142857142857,26,0,1,0,0,,,yes,6751.98640050913
Angola_2249,2249,Mupa National Park,1964,Angola,Africa,4400,311.727112,54.9997,13,4,6,2,4,26,19,7,7,4,6,0.666666666666667,0.571428571428571,0.857142857142857,26,0,1,0,0,,,yes,6043.45119835766
Angola_1087,1087,Sioma Ngwezi,1972,Angola,Africa,4400,398.553415625,72.74995,15,4,6,2,4,32,24,8,8,8,7,1.14285714285714,1,0.875,32,0,1,0,0,0.958333333333333,0.833333333333333,yes,4503.10814034
Angola_555756392,555756392,Maiombe National Park,2011,Angola,Africa,580.0027,69.787519047619,42.5,7,4,5,2,3,21,14,7,1,0,11,,0,11,21,0,1,0,0,1,1,no,2065.05838227885
Angola_351,351,Cangandala National Park,1970,Angola,Africa,1180.5109,155.926180952381,58.0003,11,3,6,2,4,21,15,6,3,4,7,0.571428571428571,1.33333333333333,2.33333333333333,21,0,1,0,0,1,0.933333333333333,no,637.915439787998
Argentina_555587162,555587162,San Guillermo,1972,Argentina,South America,120,73.0332,51.6,3,1,3,1,2,3,2,1,2,0,0,,,0,3,0,1,0,0,1,0.5,no,9493.6521627034
Argentina_16861,16861,La Payunia,1982,Argentina,South America,120,84.706225,83.61245,4,1,3,1,2,5,4,1,2,0,1,,0,0.5,3,2,0.6,0.4,0.666666666666667,,,no,6842.29477154546
Argentina_6,6,Los Glaciares,1937,Argentina,South America,120,80.5334333333333,70.0003,3,1,3,1,2,4,3,1,2,0,0,,,0,4,0,1,0,0,,,no,5350.50372481764
Argentina_2497,2497,Nahuel Huapi,1934,Argentina,South America,131.25,79.3875333333333,68.08655,4,1,3,1,2,6,5,1,4,0,1,,0,0.25,2,4,0.333333333333333,0.666666666666667,2,1,0.6,no,4776.83657708645
Argentina_555637960,555637960,Pumalín Douglas Tompkins,2018,Argentina,South America,131.25,88.4756,85.5262,4,1,3,1,2,4,3,1,2,0,1,,0,0.5,2,2,0.5,0.5,1,1,0.333333333333333,no,4015.81448521919
Argentina_555643509,555643509,Patagonia,2018,Argentina,South America,131.25,93.212575,95.00015,3,1,3,1,2,5,4,1,3,0,0,,,0,4,1,0.8,0.2,0.25,,,no,3017.39709006505
Argentina_88,88,Vicente Perez Rosales,1926,Argentina,South America,131.25,82.03048,70.0003,4,1,3,1,2,5,4,1,3,0,1,,0,0.333333333333333,2,3,0.4,0.6,1.5,1,0.5,no,2525.77023840577
Argentina_7,7,Lanín,1937,Argentina,South America,131.25,79.3875333333333,68.08655,4,1,3,1,2,6,5,1,4,0,1,,0,0.25,2,4,0.333333333333333,0.666666666666667,2,1,0.6,no,2180.34095282562
Argentina_10879,10879,Talampaya,1997,Argentina,South America,120,85.8,85.8,2,1,2,1,2,2,1,1,1,0,0,,,0,2,0,1,0,0,1,0,no,2135.37729250773
Argentina_89,89,Torres del Paine,1959,Argentina,South America,120,80.5334333333333,70.0003,3,1,3,1,2,3,2,1,2,0,0,,,0,3,0,1,0,0,1,0.5,no,2043.04840919881
Argentina_300062,300062,Laguna del Diamante,1994,Argentina,South America,120,90.8840333333333,101.0521,3,1,2,1,2,3,2,1,1,0,1,,0,1,2,1,0.666666666666667,0.333333333333333,0.5,1,0,no,1983.74859785713
Argentina_8,8,Los Alerces,1937,Argentina,South America,131.25,94.78048,101.0521,4,1,3,1,2,5,4,1,3,0,1,,0,0.333333333333333,3,2,0.6,0.4,0.666666666666667,1,0.25,no,1881.47441165055
Argentina_19621,19621,Volcán Tupungato,1985,Argentina,South America,120,90.8840333333333,101.0521,3,1,2,1,2,3,2,1,1,0,1,,0,1,2,1,0.666666666666667,0.333333333333333,0.5,1,0,no,1862.43027562009
Argentina_555745326,555745326,Ansenuza,2022,Argentina,South America,101.0521,39.0431285714286,23.2498,4,2,4,2,3,7,5,2,0,1,3,0.333333333333333,,Inf,5,2,0.714285714285714,0.285714285714286,0.4,1,0.8,no,1860.98271894318
Argentina_555587147,555587147,Cordon del Plata,2011,Argentina,South America,120,90.8840333333333,101.0521,3,1,2,1,2,3,2,1,1,0,1,,0,1,2,1,0.666666666666667,0.333333333333333,0.5,1,0,no,1764.47403964533
Argentina_243,243,Tinfunque,1966,Argentina,South America,100,34.7826727272727,23.2498,2,4,5,3,3,11,7,4,0,0,5,,,Inf,11,0,1,0,0,1,1,no,1753.53986463016
Argentina_60,60,Parque Nacional Do Iguaçu,1939,Argentina,South America,100,32.7703777777778,22.3332,2,3,4,3,3,9,6,3,0,0,5,,,Inf,9,0,1,0,0,1,1,no,1704.18803791046
Argentina_555577539,555577539,San Guillermo,1999,Argentina,South America,120,73.0332,51.6,3,1,3,1,2,3,2,1,2,0,0,,,0,3,0,1,0,0,1,0.5,no,1641.62564500007
Argentina_110,110,Cerro Castillo,1970,Argentina,South America,131.25,94.78048,101.0521,4,1,3,1,2,6,5,1,3,0,1,,0,0.333333333333333,4,2,0.666666666666667,0.333333333333333,0.5,,,no,1427.51082854683
Argentina_555577536,555577536,El Impenetrable,2014,Argentina,South America,100,34.7826727272727,23.2498,2,4,5,3,3,11,7,4,0,0,5,,,Inf,11,0,1,0,0,1,1,no,1281.06813478833
Argentina_16846,16846,Copo,2000,Argentina,South America,100,35.98097,27.74175,2,4,5,3,3,10,6,4,0,0,4,,,Inf,10,0,1,0,0,1,1,no,1183.26366591661
Argentina_90,90,Puyehue,1941,Argentina,South America,131.25,88.4756,85.5262,4,1,3,1,2,4,3,1,2,0,1,,0,0.5,2,2,0.5,0.5,1,1,0.333333333333333,no,1151.63224981468
Argentina_555624171,555624171,Yendegaia,2014,Argentina,South America,120,93.5596333333333,86.034,2,0,2,0,2,3,3,,3,0,0,,,0,1,2,0.333333333333333,0.666666666666667,2,0,0,no,1113.55302997819
Argentina_555635835_C,555635835_C,Iberá - Núcleo San Nicolás/San Alonso,2018,Argentina,South America,51.6,27.8305833333333,22.7915,2,2,3,2,2,6,4,2,0,0,3,,,Inf,6,0,1,0,0,1,1,no,1081.37123968735
Argentina_2224,2224,Perito Moreno,1937,Argentina,South America,131.25,93.212575,95.00015,3,1,3,1,2,5,4,1,3,0,0,,,0,4,1,0.8,0.2,0.25,,,no,950.298206063451
Argentina_61849,61849,El Leoncito,2002,Argentina,South America,120,90.8840333333333,101.0521,3,1,2,1,2,3,2,1,1,0,1,,0,1,2,1,0.666666666666667,0.333333333333333,0.5,1,0,no,901.753852136233
Argentina_21217,21217,Urugua-í,1988,Argentina,South America,100,32.7703777777778,22.3332,2,3,4,3,3,9,6,3,0,0,5,,,Inf,9,0,1,0,0,1,1,no,855.251647849923
Argentina_10,10,Calilegua,1979,Argentina,South America,120,50.6238714285714,32.2337,3,3,5,3,3,7,4,3,1,0,2,,0,2,7,0,1,0,0,1,1,no,777.021195944542
Argentina_300083,300083,Río Turbio,1994,Argentina,South America,131.25,88.4756,85.5262,4,1,3,1,2,4,3,1,2,0,1,,0,0.5,2,2,0.5,0.5,1,1,0.333333333333333,no,749.34404506751
Argentina_10862,10862,Sierra de las Quijadas,1991,Argentina,South America,101.0521,51.61305,44.55,4,1,3,1,3,4,3,1,0,1,2,0.5,,Inf,2,2,0.5,0.5,1,1,0.666666666666667,no,738.055322559915
Argentina_11,11,Baritú,1974,Argentina,South America,120,63.14676,51.6,3,3,5,3,3,5,2,3,1,0,1,,0,1,5,0,1,0,0,1,1,no,683.656576509839
Argentina_555587071,555587071,Cumbres Calchaquies,1965,Argentina,South America,51.6,33.95005,33.95005,2,1,2,1,2,2,1,1,0,0,1,,,Inf,2,0,1,0,0,1,1,no,682.079680564691
Argentina_21235,21235,Ischigualasto,1971,Argentina,South America,120,85.8,85.8,2,1,2,1,2,2,1,1,1,0,0,,,0,2,0,1,0,0,1,0,no,667.628676262291
Argentina_21216,21216,Cerro Aconcagua,1983,Argentina,South America,120,90.8840333333333,101.0521,3,1,2,1,2,3,2,1,1,0,1,,0,1,2,1,0.666666666666667,0.333333333333333,0.5,1,0,no,659.135864341575
Argentina_555637345,555637345,Aconquija,2018,Argentina,South America,120,46.40678,32.2337,3,2,4,2,3,5,3,2,1,0,2,,0,2,5,0,1,0,0,1,0.666666666666667,no,652.359660495716
Argentina_166722,166722,Los Cardones,1996,Argentina,South America,120,73.0332,51.6,3,1,3,1,2,3,2,1,2,0,0,,,0,3,0,1,0,0,1,0.5,no,648.014612087625
Argentina_555577541,555577541,Bosques Petrificados de Jaramillo,2012,Argentina,South America,120,85.8,85.8,2,1,2,1,2,3,2,1,1,0,0,,,0,3,0,1,0,0,,,no,633.092629989518
Argentina_555558355,555558355,Monte León,2004,Argentina,South America,120,85.8,85.8,2,1,2,1,2,3,2,1,1,0,0,,,0,3,0,1,0,0,,,no,560.714290064764
Argentina_555577537,555577537,Patagonia,2015,Argentina,South America,131.25,100.95,120,2,1,2,1,2,4,3,1,2,0,0,,,0,3,1,0.75,0.25,0.333333333333333,,,no,534.852805048266
Argentina_91,91,Villarrica,1941,Argentina,South America,131.25,87.518725,83.61245,4,1,3,1,2,4,3,1,2,0,1,,0,0.5,1,3,0.25,0.75,3,1,0.333333333333333,no,532.319772855814
Argentina_15,15,Iguazú,1934,Argentina,South America,100,32.7703777777778,22.3332,2,3,4,3,3,9,6,3,0,0,5,,,Inf,9,0,1,0,0,1,1,no,513.48131324488
Argentina_12,12,Río Pilcomayo,1951,Argentina,South America,100,33.5203666666667,22.7997,2,4,4,3,3,9,5,4,0,0,4,,,Inf,9,0,1,0,0,1,1,no,509.365364089302
Argentina_16,16,El Rey,1948,Argentina,South America,51.6,26.87342,22.3332,2,2,3,2,2,5,3,2,0,0,2,,,Inf,5,0,1,0,0,1,1,no,402.766474551307
Argentina_555643563,555643563,Patagonia,2018,Argentina,South America,131.25,100.95,120,2,1,2,1,2,4,3,1,2,0,0,,,0,3,1,0.75,0.25,0.333333333333333,,,no,390.314289264133
Argentina_20,20,Lihué Calel,1976,Argentina,South America,120,85.8,85.8,2,1,2,1,2,3,2,1,1,0,0,,,0,3,0,1,0,0,,,no,325.277971874749
Argentina_166786,166786,Esmeralda,1992,Argentina,South America,100,32.7703777777778,22.3332,2,3,4,3,3,9,6,3,0,0,5,,,Inf,9,0,1,0,0,1,1,no,313.993560476306
Argentina_16876,16876,El Tromen,1971,Argentina,South America,120,79.01498,66.1728,4,1,3,1,2,5,4,1,3,0,1,,0,0.333333333333333,2,3,0.4,0.6,1.5,1,0.5,no,300.536331457115
Argentina_16873,16873,Copahue Caviahue,1962,Argentina,South America,131.25,87.7208166666667,83.61245,4,1,3,1,2,6,5,1,4,0,1,,0,0.25,2,4,0.333333333333333,0.666666666666667,2,1,0.4,no,288.072466470736
Argentina_555637344,555637344,Traslasierra,2018,Argentina,South America,101.0521,47.554725,36.43335,3,1,3,1,3,4,3,1,0,0,3,,,Inf,3,1,0.75,0.25,0.333333333333333,1,0.666666666666667,no,278.59277653294
Argentina_10868,10868,Quebrada del Condorito,1996,Argentina,South America,101.0521,45.54378,37.5,4,1,3,1,3,5,4,1,0,1,3,0.333333333333333,,Inf,3,2,0.6,0.4,0.666666666666667,1,0.75,no,245.981441778343
Argentina_555635835_A,555635835_A,Iberá - Núcleo Cambyretá,2018,Argentina,South America,51.6,29.5690714285714,23.2498,3,2,3,2,2,7,5,2,1,0,3,,0,3,7,0,1,0,0,1,1,no,235.180601813784
Argentina_16848,16848,Pampa del Indio,1957,Argentina,South America,51.6,28.0304125,22.7915,2,3,4,2,2,8,5,3,0,0,3,,,Inf,8,0,1,0,0,1,1,no,223.720145698978
Argentina_300069,300069,Los Morrillos,1993,Argentina,South America,120,90.8840333333333,101.0521,3,1,2,1,2,3,2,1,1,0,1,,0,1,2,1,0.666666666666667,0.333333333333333,0.5,1,0,no,196.107462810693
Argentina_17,17,Lago Puelo,1937,Argentina,South America,131.25,88.4756,85.5262,4,1,3,1,2,4,3,1,2,0,1,,0,0.5,2,2,0.5,0.5,1,1,0.333333333333333,no,190.229346976444
Argentina_97545,97545,Mburucuyá,2002,Argentina,South America,51.6,27.8305833333333,22.7915,2,2,3,2,2,6,4,2,0,0,3,,,Inf,6,0,1,0,0,1,1,no,177.456397033396
Argentina_478060,478060,Esteros de Farrapos e Islas del Río Uruguay,2008,Argentina,South America,101.0521,51.67496,51.6,4,2,5,2,3,6,4,2,1,0,2,,0,2,4,2,0.666666666666667,0.333333333333333,0.5,,,no,168.281004
Argentina_555587073,555587073,Laguna Pintascayo,2000,Argentina,South America,120,56.3445,41.91685,3,3,5,3,3,6,3,3,1,0,1,,0,1,6,0,1,0,0,1,1,no,159.008388655777
Argentina_555635835_B,555635835_B,Iberá - Rincón del Socorro/Iberá,2018,Argentina,South America,51.6,27.8305833333333,22.7915,2,2,3,2,2,6,4,2,0,0,3,,,Inf,6,0,1,0,0,1,1,no,150.028142202875
Argentina_555624152,555624152,El Rincón,2016,Argentina,South America,131.25,93.212575,95.00015,3,1,3,1,2,5,4,1,3,0,0,,,0,4,1,0.8,0.2,0.25,,,no,149.574749061557
Argentina_18,18,Chaco,1954,Argentina,South America,51.6,25.5548,22.3332,2,3,3,2,2,7,4,3,0,0,3,,,Inf,7,0,1,0,0,1,1,no,149.56940203926
Argentina_555703456,555703456,La Ascensión,2019,Argentina,South America,131.25,100.95,120,2,1,2,1,2,4,3,1,2,0,0,,,0,3,1,0.75,0.25,0.333333333333333,,,no,145.367940402339
Argentina_300091,300091,Valle del Arroyo Cuña-Pirú,1993,Argentina,South America,100,32.7703777777778,22.3332,2,3,4,3,3,9,6,3,0,0,5,,,Inf,9,0,1,0,0,1,1,no,124.205757384831
Argentina_19611,19611,Sierra de San Javier,1973,Argentina,South America,51.6,28.008475,24.2669,2,2,3,2,2,4,2,2,0,0,2,,,Inf,4,0,1,0,0,1,1,no,121.769282543298
Argentina_555703459,555703459,Cambyreta,2019,Argentina,South America,51.6,27.8305833333333,22.7915,2,2,3,2,2,6,4,2,0,0,3,,,Inf,6,0,1,0,0,1,1,no,117.346823555787
Argentina_555587129,555587129,Fuerte Esperanza,2000,Argentina,South America,100,34.7826727272727,23.2498,2,4,5,3,3,11,7,4,0,0,5,,,Inf,11,0,1,0,0,1,1,no,105.363432889135
Argentina_555635835_D,555635835_D,Iberá - Núcleo Carambola,2018,Argentina,South America,51.6,27.8305833333333,22.7915,2,2,3,2,2,6,4,2,0,0,3,,,Inf,6,0,1,0,0,1,1,no,103.26930006491
Argentina_16884,16884,La Florida,1936,Argentina,South America,120,49.95005,33.95005,3,2,4,2,3,4,2,2,1,0,1,,0,1,4,0,1,0,0,1,0.5,no,93.7360472116242
Argentina_4,4,Formosa,1968,Argentina,South America,51.6,28.26094,23.02475,2,3,4,2,2,10,7,3,0,0,5,,,Inf,10,0,1,0,0,1,1,no,90.9404512476756
Argentina_21,21,El Palmar,1966,Argentina,South America,101.0521,41.8281166666667,30.3749,4,2,4,2,3,7,5,2,0,1,3,0.333333333333333,,Inf,5,2,0.714285714285714,0.285714285714286,0.4,,,no,82.2679083168887
Argentina_19,19,Laguna Blanca,1940,Argentina,South America,120,79.01498,66.1728,4,1,3,1,2,6,5,1,3,0,1,,0,0.333333333333333,3,3,0.5,0.5,1,,,no,77.3738977908624
Argentina_300079,300079,Quebrada del Portugués,1996,Argentina,South America,120,49.95005,33.95005,3,2,4,2,3,4,2,2,1,0,1,,0,1,4,0,1,0,0,1,0.5,no,77.2160253091575
Argentina_555587111,555587111,Azul,2003,Argentina,South America,131.25,82.03048,70.0003,4,1,3,1,2,5,4,1,3,0,1,,0,0.333333333333333,2,3,0.4,0.6,1.5,1,0.5,no,71.9006171827848
Argentina_300080,300080,Rincón de Santa María,1994,Argentina,South America,101.0521,38.2908,23.2498,3,2,4,2,3,7,5,2,0,0,4,,,Inf,6,1,0.857142857142857,0.142857142857143,0.166666666666667,1,0.8,no,71.6194356016474
Argentina_21215,21215,Ernesto Tornquist,2001,Argentina,South America,120,73.28042,56.25,5,1,4,1,3,6,5,1,2,1,1,1,0.5,0.5,3,3,0.5,0.5,1,,,no,70.3735691805269
Argentina_555587070,555587070,Puerto Peninsula,2004,Argentina,South America,100,32.7703777777778,22.3332,2,3,4,3,3,9,6,3,0,0,5,,,Inf,9,0,1,0,0,1,1,no,70.0915450506596
Argentina_555745325,555745325,Parque Federal Campo San Juan,2022,Argentina,South America,51.6,24.366675,21.79995,2,2,3,2,2,8,6,2,0,0,5,,,Inf,8,0,1,0,0,1,1,no,57.3284210207911
Argentina_16831,16831,Punta Lara,2001,Argentina,South America,56.25,56.25,56.25,1,0,1,0,1,2,2,,1,0,0,,,0,1,1,0.5,0.5,1,,,no,55.9671444927358
Argentina_555643562,555643562,Ciervo de los Pantanos,2018,Argentina,South America,101.0521,78.65105,78.65105,2,0,2,0,2,3,3,,1,0,1,,0,1,1,2,0.333333333333333,0.666666666666667,2,,,no,55.6030844847382
Argentina_107,107,Pali Aike,1970,Argentina,South America,120,85.8,85.8,2,1,2,1,2,3,2,1,1,0,0,,,0,3,0,1,0,0,,,no,50.743342139082
Argentina_555703458,555703458,Piedra del Fraile,2019,Argentina,South America,70.0003,60.80015,60.80015,2,1,2,1,1,2,1,1,1,0,0,,,0,2,0,1,0,0,1,1,no,47.9322348637906
Argentina_32509,32509,Potrero de Yala,1952,Argentina,South America,120,61.1667,51.6,2,2,3,2,3,3,1,2,1,0,0,,,0,3,0,1,0,0,1,0,no,45.6694115970657
Argentina_97538,97538,Guardaparque Horacio Foerster,1992,Argentina,South America,100,32.7703777777778,22.3332,2,3,4,3,3,9,6,3,0,0,5,,,Inf,9,0,1,0,0,1,1,no,41.8115858627187
Argentina_146618,146618,Piñalito,1993,Argentina,South America,100,32.7703777777778,22.3332,2,3,4,3,3,9,6,3,0,0,5,,,Inf,9,0,1,0,0,1,1,no,38.0218249782468
Argentina_555577542,555577542,Islas de Santa Fé,2010,Argentina,South America,101.0521,48.98195,44.55,5,1,4,1,3,7,6,1,1,1,3,0.333333333333333,1,3,4,3,0.571428571428571,0.428571428571429,0.75,,,no,35.2329447766229
Argentina_32487,32487,El Bagual,1985,Argentina,South America,51.6,25.2104125,22.56645,2,3,3,2,2,8,5,3,0,0,4,,,Inf,8,0,1,0,0,1,1,no,32.3822041711346
