control_for,Continent,functional_biome,control_within_dist,unique_id,nitrogen_depo,functional_biome_num,olson_biome_num,climatic_region_num,elevation,MaxTemp,BurnedAreaMean,human_modification,MAT,MAP,EVI,climatic_region,olson_biome,land_cover
Canada_19843,North America,SMB,100k,Canada_19843_control,512.686645507813,14,4,26,229.872604370117,24.108549118042,0,0.16562457382679,5.91550827026367,75.9142150878906,3105.68920898438,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Brazil_198352,South America,THN,100k,Brazil_198352_control,379.934478759766,24,1,3,277.218078613281,35.9947128295898,0.000439395167632028,0.30466440320015,24.4655246734619,77.2444152832031,4259.25244140625,Tropical,Tropical & Subtropical Moist Broadleaf Forests,HerbacousVeg
Spain_196014,Europe,TMC,over_1000k,Spain_196014_control,242.799285888672,5,8,26,176.525939941406,26.7238788604736,0.0159243009984493,0.189116224646568,1.35910844802856,45.8452377319336,2364.431640625,Cold,"Temperate Grasslands, Savannas & Shrublands",ClosedForestDeciduousBroad
Canada_19847,North America,TMB,100k,Canada_19847_control,880.489379882813,17,4,26,252.244186401367,27.1415958404541,0,0.434811174869537,7.18444490432739,74.2535552978516,3247.48120117188,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Brazil_198353,South America,THN,100k,Brazil_198353_control,244.894622802734,24,1,3,227.580413818359,35.2891540527344,1.96755863726139e-05,0.196405991911888,24.185661315918,85.0375518798828,4307.82275390625,Tropical,Tropical & Subtropical Moist Broadleaf Forests,HerbacousVeg
Canada_19852,North America,TMB,100k,Canada_19852_control,799.002685546875,17,4,26,270.518035888672,27.8323516845703,0,0.398190140724182,7.26045989990234,76.9844512939453,2957.3955078125,Cold,Temperate Broadleaf & Mixed Forests,OpenForestOther
Canada_19853,North America,TLB,1000k,Canada_19853_control,423.092132568359,16,6,26,232.30158996582,25.5717506408691,0,0.000978721422143281,1.48386025428772,37.7857093811035,2066.47265625,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_19865,North America,TMC,100k,Canada_19865_control,626.521057128906,5,4,26,324.439361572266,28.2565422058106,0,0.0824135392904282,5.86798429489136,76.8004989624023,3582.77075195313,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Canada_19854,North America,TMC,100k,Canada_19854_control,318.751037597656,5,6,26,376.229553222656,26.4499320983887,0,0.00519372709095478,2.13022828102112,72.1174240112305,2780.494140625,Cold,Boreal Forests/Taiga,ClosedForestMixed
Canada_19866,North America,TMC,100k,Canada_19866_control,428.054992675781,5,4,26,366.427581787109,27.4174652099609,0,0.0330983996391296,3.18657445907593,68.6714019775391,3068.751953125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Canada_19867,North America,TMB,100k,Canada_19867_control,358.141357421875,17,6,26,426.867797851563,25.5161113739014,0,0.000350946938851848,2.30519938468933,59.851261138916,2924.98657226563,Cold,Boreal Forests/Taiga,ClosedForestMixed
Canada_19878,North America,TMC,100k,Canada_19878_control,588.135559082031,5,4,26,366.212738037109,25.9819087982178,0,0.126833707094193,5.49585103988648,87.2143783569336,2712.3720703125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Cambodia_198314,Asia,SHN,500k,Cambodia_198314_control,861.319274902344,21,14,3,1,34.136661529541,0,0.484982132911682,27.541748046875,160.408737182617,3701.30419921875,Tropical,Mangroves,ClosedForestEvergreenBroad
Canada_19874,North America,TMB,100k,Canada_19874_control,402.28564453125,17,6,26,394.496734619141,25.7161617279053,0,0.00227552186697722,2.48189425468445,63.8653450012207,2314.05346679688,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_19877,North America,TMB,100k,Canada_19877_control,365.568725585938,17,6,26,450.143737792969,26.0705318450928,0,0.00136668083723634,2.3252317905426,54.0933952331543,2612.86254882813,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_19870,North America,TMB,100k,Canada_19870_control,356.588470458984,17,6,26,405.101806640625,26.0823554992676,0.000137718991027214,0.000706624705344439,1.58000493049622,59.5199089050293,2050.66479492188,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_19885,North America,TMC,100k,Canada_19885_control,448.727691650391,5,4,26,389.942108154297,27.1500015258789,0,0.0205046273767948,4.26013994216919,76.3817749023438,3256.62524414063,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Canada_19891,North America,TMC,100k,Canada_19891_control,626.521118164063,5,4,26,215.62158203125,29.1953067779541,0,0.233627453446388,6.00728988647461,69.1855773925781,3443.77319335938,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Canada_19882,North America,TMB,100k,Canada_19882_control,402.28564453125,17,6,26,377.579345703125,25.7443599700928,0,0.00184364547021687,2.53333210945129,65.7916946411133,2117.13671875,Cold,Boreal Forests/Taiga,ClosedForestEvergreenNeedle
Canada_19888,North America,TMC,100k,Canada_19888_control,300.913269042969,5,4,26,375.399505615234,27.6531658172607,0.0141209149733186,0.0106938248500228,2.76795625686646,62.9817810058594,2401.62841796875,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
Canada_19892,North America,TMB,100k,Canada_19892_control,900.379150390625,17,4,26,486.081176757813,27.0224685668945,0,0.482566505670548,6.53768920898438,86.6696472167969,2732.49389648438,Cold,Temperate Broadleaf & Mixed Forests,OpenForestOther
Canada_19893,North America,TMB,100k,Canada_19893_control,448.727691650391,17,4,26,235.911376953125,24.8602123260498,0,0.00181376689579338,5.43828773498535,84.3835601806641,3033.44409179688,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestMixed
Canada_19894,North America,TMC,100k,Canada_19894_control,799.002685546875,5,4,26,267.913970947266,27.0260314941406,0,0.325243353843689,6.86754751205444,77.2722549438477,3122.7490234375,Cold,Temperate Broadleaf & Mixed Forests,HerbacousVeg
Canada_19898,North America,TMC,100k,Canada_19898_control,668.569213867188,5,4,26,148.68684387207,29.1498012542725,0,0.415423184633255,6.21666049957275,74.8251037597656,2877.4521484375,Cold,Temperate Broadleaf & Mixed Forests,Cultivated
Canada_19901,North America,SMC,100k,Canada_19901_control,986.017944335937,2,4,25,176.942047119141,27.4445838928223,0,0.444342762231827,9.3832836151123,86.1749572753906,2384.55786132813,Cold,Temperate Broadleaf & Mixed Forests,OpenForestOther
Canada_19914,North America,TMC,100k,Canada_19914_control,647.779663085938,5,4,26,287.578704833984,25.8954982757568,0,0.052866455167532,5.88597583770752,86.3401260375977,3516.78076171875,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Canada_19911,North America,TMC,100k,Canada_19911_control,476.072723388672,5,4,26,304.601501464844,26.6616554260254,0,0.0123829999938607,4.15350294113159,73.6053619384766,1828.03161621094,Cold,Temperate Broadleaf & Mixed Forests,Water
Canada_19924,North America,TMB,100k,Canada_19924_control,880.489318847656,17,4,26,220.298477172852,28.9740409851074,0,0.547931373119354,7.79587841033936,65.3447265625,3064.3955078125,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Canada_19927,North America,TMB,100k,Canada_19927_control,880.489318847656,17,4,26,316.283935546875,27.3528861999512,0,0.374304413795471,6.7665958404541,83.9965057373047,3020.0009765625,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Canada_19930,North America,TMC,100k,Canada_19930_control,335.9716796875,5,6,26,360.519012451172,26.4492626190186,0,0.00603072252124548,2.47176074981689,79.4837036132813,2681.38696289063,Cold,Boreal Forests/Taiga,ClosedForestMixed
Canada_19932,North America,TMC,100k,Canada_19932_control,448.727691650391,5,4,26,416.541687011719,27.1058101654053,0,0.0303224716335535,3.99422383308411,75.7558364868164,2798.77124023438,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenNeedle
Canada_19916,North America,SMB,100k,Canada_19916_control,926.399291992188,14,4,26,192.412750244141,27.8948078155518,0.00279724691063166,0.29689559340477,8.70199394226074,88.7854309082031,3293.37524414063,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
Canada_19931,North America,SMB,100k,Canada_19931_control,847.241088867188,17,4,26,184.387557983398,28.0776557922363,0,0.451914370059967,9.09097385406494,77.8521194458008,3079.79760742188,Cold,Temperate Broadleaf & Mixed Forests,ClosedForestDeciduousBroad
United States of America_19967,North America,SLB,100k,United States of America_19967_control,352.553527832031,13,8,7,960.885009765625,30.1701679229736,0,0.1229627430439,4.94863843917847,27.3292484283447,1287.41784667969,Arid,"Temperate Grasslands, Savannas & Shrublands",HerbacousVeg
Canada_19951,North America,TMB,100k,Canada_19951_control,192.468795776367,17,6,27,125.223457336426,23.7796230316162,8.99253427633084e-06,3.33633506670594e-05,-1.71881353855133,46.4436340332031,1667.77514648438,Cold,Boreal Forests/Taiga,Shrubs
Argentina_20,South America,SMN,100k,Argentina_20_control,241.534439086914,20,8,7,205.694213867188,32.9807281494141,0.0205466840416193,0.0966898426413536,15.5080642700195,46.8107147216797,1948.38830566406,Arid,"Temperate Grasslands, Savannas & Shrublands",Shrubs
Brazil_198369,South America,THN,1000k,Brazil_198369_control,389.456756591797,24,1,3,372.850250244141,33.4894104003906,0.0227186921983957,0.26726296544075,24.0316848754883,69.8181686401367,4026.333984375,Tropical,Tropical & Subtropical Moist Broadleaf Forests,HerbacousVeg
Ecuador_20003,South America,THN,100k,Ecuador_20003_control,603.262817382813,24,1,1,397.314453125,31.041748046875,0,0.392822772264481,24.9683418273926,282.983245849609,5140.404296875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Cameroon_20166,Africa,THN,100k,Cameroon_20166_control,1044.63879394531,24,7,3,666.228942871094,35.7616271972656,0.0590160228312016,0.119056113064289,24.7254981994629,125.599266052246,3920.21533203125,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",ClosedForestEvergreenBroad
Ivory Coast_20174,Africa,THN,100k,Ivory Coast_20174_control,853.369689941406,24,1,3,75.1864700317383,33.2870178222656,0,0.555914461612701,26.2848472595215,124.504730224609,3898.416015625,Tropical,Tropical & Subtropical Moist Broadleaf Forests,OpenForestOther
Belize_20225,North America,THN,100k,Belize_20225_control,340.458862304688,24,1,2,6.99945497512817,31.21559715271,0.00340100773610175,0.336791843175888,26.8622131347656,155.38835144043,2685.59716796875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,HerbaceousWetland
Belize_20226,North America,THN,100k,Belize_20226_control,323.188934326172,24,1,3,131.867782592773,34.7880706787109,0.018792275339365,0.252921462059021,26.2111473083496,125.923858642578,5310.123046875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Cameroon_20058,Africa,THN,100k,Cameroon_20058_control,1531.63037109375,24,1,2,658.491333007813,36.108642578125,0.00064125464996323,0.163773134350777,25.5460052490234,341.962677001953,3585.1259765625,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Gabon_20268,Africa,THN,100k,Gabon_20268_control,1040.05065917969,24,1,2,565.687316894531,30.421558380127,7.41620096960105e-05,0.125960752367973,23.8447189331055,142.900436401367,3295.1328125,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Madagascar_20273,Africa,SMD,100k,Madagascar_20273_control,222.368560791016,8,13,6,499.681549072266,34.8251075744629,0.145112082362175,0.260363578796387,23.5028457641602,46.3609848022461,2265.76953125,Arid,Deserts & Xeric Shrublands,HerbacousVeg
Colombia_19991,South America,THN,500k,Colombia_19991_control,419.111358642578,24,1,1,168.542663574219,33.669246673584,0.0041943434625864,0.038986798375845,25.2489795684815,228.274429321289,4814.9013671875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Mozambique_20341,Africa,THD,100k,Mozambique_20341_control,232.564651489258,12,10,12,1486.09484863281,27.2979850769043,0.0127480523660779,0.261860966682434,17.0455188751221,82.4435653686524,3709.29565429688,Temperate,Montane Grasslands & Shrublands,ClosedForestDeciduousBroad
Equatorial Guinea_20267,Africa,THN,500k,Equatorial Guinea_20267_control,1000.54248046875,24,1,3,463.335968017578,31.5955200195313,6.92455287207849e-05,0.0467162579298019,24.7159805297852,117.775886535645,3632.43188476563,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Mexico_20063,North America,TMD,1000k,Mexico_20063_control,371.898742675781,11,3,7,2405.31469726563,28.48171043396,0.00126144930254668,0.168047174811363,14.9158182144165,46.6577949523926,2086.5224609375,Arid,Tropical & Subtropical Coniferous Forests,OpenForestOther
Indonesia_20378,Asia,THN,100k,Indonesia_20378_control,478.667602539063,24,1,1,155.051986694336,32.4177665710449,0.0015092397807166,0.140246540307999,25.9755420684814,271.578735351563,5186.5390625,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Indonesia_20931,Asia,THN,100k,Indonesia_20931_control,1201.73706054688,24,1,1,743.190185546875,27.2966461181641,0,0.246080428361893,22.199239730835,324.967590332031,4643.42919921875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Cameroon_20299,Africa,THN,500k,Cameroon_20299_control,1177.90515136719,24,1,3,651.615356445313,32.2594299316406,0.00390964047983289,0.144659042358398,23.9137935638428,128.679016113281,3621.30834960938,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Botswana_1991,Africa,SMD,1000k,Botswana_1991_control,301.273345947266,8,7,11,1255.42504882813,36.2973327636719,0.315407961606979,0.222979635000229,22.4502925872803,63.5743370056152,3008.34301757813,Temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",OpenForestDeciduousBroad
Spain_20936,Europe,SMD,100k,Spain_20936_control,534.292358398438,8,12,8,127.157234191895,35.402774810791,0,0.258372008800507,18.3476181030273,47.4666595458984,2921.91577148438,Temperate,"Mediterranean Forests, Woodlands & Scrub",OpenForestOther
Spain_20941,Europe,SMD,100k,Spain_20941_control,615.317504882813,8,12,8,768.253295898438,33.9816856384277,0,0.442530423402786,15.2449550628662,76.6313858032227,2469.78002929688,Temperate,"Mediterranean Forests, Woodlands & Scrub",OpenForestOther
Spain_20939,Europe,SMD,100k,Spain_20939_control,613.260131835938,8,12,8,342.870697021484,31.3468017578125,0,0.402855515480042,17.2284336090088,43.9063758850098,2359.50122070313,Temperate,"Mediterranean Forests, Woodlands & Scrub",Shrubs
Malaysia_20453,Asia,THN,100k,Malaysia_20453_control,1352.94140625,24,1,1,41.849235534668,32.0734024047852,0.000896852347068489,0.375852823257446,26.7099380493164,210.06396484375,5162.62109375,Tropical,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
Argentina_21,South America,THN,100k,Argentina_21_control,647.053100585938,24,8,14,35.3712959289551,32.2577438354492,0.00190471601672471,0.404266834259033,18.7001285552979,120.179992675781,4381.17919921875,Temperate,"Temperate Grasslands, Savannas & Shrublands",HerbacousVeg
Paraguay_21003,South America,THN,100k,Paraguay_21003_control,901.225463867187,24,7,14,71.3371353149414,33.6279373168945,0.218974307179451,0.230360180139542,22.2252235412598,138.023452758789,3565.42016601563,Temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",HerbacousVeg
Canada_21195,North America,TMC,100k,Canada_21195_control,323.6923828125,5,5,18,1252.35864257813,25.2434463500977,0.0185102969408035,0.0653518214821816,4.30881214141846,64.7379760742188,2151.52856445313,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Argentina_21215,South America,SMN,100k,Argentina_21215_control,428.877044677734,20,8,15,201.195053100586,30.7961940765381,2.66207607637625e-05,0.65988963842392,14.2605438232422,60.1739921569824,3288.51000976563,Temperate,"Temperate Grasslands, Savannas & Shrublands",HerbacousVeg
Canada_21200,North America,TLC,100k,Canada_21200_control,89.5574035644531,4,5,27,411.049591064453,22.0772666931152,0.000226658099563792,0.00930105801671743,4.2458233833313,143.40364074707,2408.14697265625,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Brazil_21212,South America,THN,100k,Brazil_21212_control,1378.65698242188,24,1,14,501.935821533203,30.7043056488037,0,0.43770769238472,19.8873691558838,203.886627197266,4784.9541015625,Temperate,Tropical & Subtropical Moist Broadleaf Forests,ClosedForestEvergreenBroad
United States of America_21613,North America,TMN,100k,United States of America_21613_control,368.666870117188,23,5,9,351.959014892578,29.1557445526123,0.00111995835322887,0.0278712455183268,10.7595539093018,132.007705688477,4371.79248046875,Temperate,Temperate Conifer Forests,ClosedForestEvergreenNeedle
Brazil_2186,South America,THD,100k,Brazil_2186_control,292.286010742188,12,1,11,770.464904785156,29.6893863677979,0.00346156070008874,0.237179830670357,20.6699295043945,91.568962097168,4235.875,Temperate,Tropical & Subtropical Moist Broadleaf Forests,OpenForestOther
Mexico_219,North America,THD,100k,Mexico_219_control,412.49169921875,12,2,3,194.964431762695,33.9522933959961,0.015435928478837,0.417332798242569,26.6991138458252,90.0886917114258,4562.6884765625,Tropical,Tropical & Subtropical Dry Broadleaf Forests,ClosedForestEvergreenBroad
Argentina_22,South America,TMN,100k,Argentina_22_control,123.201583862305,23,4,15,1022.32318115234,21.1718597412109,0,0.203212931752205,7.18644380569458,310.484375,3690.18530273438,Temperate,Temperate Broadleaf & Mixed Forests,ClosedForestEvergreenBroad
Canada_21194,North America,TMC,500k,Canada_21194_control,140.619644165039,5,5,27,1440.79614257813,17.9398803710938,0.00145245145540684,0.0153219923377037,-1.20974838733673,85.526741027832,1373.90710449219,Cold,Temperate Conifer Forests,ClosedForestEvergreenNeedle
