term,estimate,std_error,p_value,ci_lb,ci_ub,sig,response,model,t.stat
(Intercept),-102.250627623482,351.672020816,0.771238441543715,-791.527788422843,587.026533175879,non-significant,mean_evi,inc_other_trends,
nitrogen_depo,-7.11745505393352,0.83707675616726,1.86126169841288e-17,-8.75812549602135,-5.47678461184569,significant,mean_evi,inc_other_trends,
mat_coef,4.58236441902617,1.22164362651271,0.000176181569257415,2.18794291106125,6.97678592699109,significant,mean_evi,inc_other_trends,
max_temp_coef,0.510345528803684,0.600369517717075,0.395296770326258,-0.666378725921782,1.68706978352915,non-significant,mean_evi,inc_other_trends,
map_coef,3.18687749142478,0.89885877867712,0.000391982572843149,1.42511428521763,4.94864069763194,significant,mean_evi,inc_other_trends,
human_modification,-1.81134757178055,0.279716378714447,9.45700840011011e-11,-2.35959167406087,-1.26310346950024,significant,mean_evi,inc_other_trends,
burned_area_coef,-0.343372922925234,0.103745218036376,0.000933852250365337,-0.546713550276531,-0.140032295573937,significant,mean_evi,inc_other_trends,
greenup_coef,3.07751943040916,0.176360403177204,3.76012752328828e-68,2.73185304018184,3.42318582063648,significant,mean_evi,inc_other_trends,
(Intercept),0.00846537826559331,0.00869018107397893,0.32999311405333,-0.0085673766394054,0.025498133170592,non-significant,burned_area,inc_other_trends,
nitrogen_depo,-5.75834165514484e-05,0.000573449365681245,0.920014326546741,-0.00118154417328669,0.00106637734018379,non-significant,burned_area,inc_other_trends,
mat_coef,-0.000875620688366815,0.000712458135316852,0.219068959444655,-0.00227203863358785,0.000520797256854216,non-significant,burned_area,inc_other_trends,
max_temp_coef,-0.000255834235707962,0.000447974579126335,0.56793896924602,-0.00113386441079558,0.000622195939379655,non-significant,burned_area,inc_other_trends,
map_coef,-8.52205691987816e-05,0.000541763438239856,0.875006947746689,-0.0011470769081489,0.000976635769751337,non-significant,burned_area,inc_other_trends,
human_modification,0.00144949097214812,0.000206073723296985,2.01902567857534e-12,0.00104558647448603,0.00185339546981021,significant,burned_area,inc_other_trends,
mean_evi_coef,-0.00097777286318587,0.000112589473038106,3.85021990416267e-18,-0.00119844823034056,-0.000757097496031183,significant,burned_area,inc_other_trends,
greenup_coef,0.000710234392406017,0.000122012111506487,5.8628073384838e-09,0.000471090653853302,0.000949378130958731,significant,burned_area,inc_other_trends,
(Intercept),-1.89176655196561,3.19490472314119,0.553770904289777,-8.15377980932233,4.37024670539111,non-significant,greenup,inc_other_trends,
nitrogen_depo,-0.151071568600163,0.0488200259675899,0.00197195686224444,-0.246758819496639,-0.0553843177036871,significant,greenup,inc_other_trends,
mat_coef,-0.184779413484175,0.0714243423205793,0.00968033810257218,-0.324771124432511,-0.0447877025358397,significant,greenup,inc_other_trends,
max_temp_coef,0.111005667383467,0.0355472110838475,0.00179181432392306,0.0413331336591258,0.180678201107808,significant,greenup,inc_other_trends,
map_coef,0.0526179016306459,0.0506309135114149,0.29869209543502,-0.0466186888517273,0.151854492113019,non-significant,greenup,inc_other_trends,
human_modification,-0.164076519322978,0.015963272720177,8.92910611449964e-25,-0.195364533854525,-0.132788504791431,significant,greenup,inc_other_trends,
mean_evi_coef,0.0476536188516818,0.00907304260697951,1.50408961038561e-07,0.029870455342002,0.0654367823613616,significant,greenup,inc_other_trends,
burned_area_coef,0.00938637205476816,0.00553044625877008,0.0896568281484388,-0.0014533026124212,0.0202260467219575,non-significant,greenup,inc_other_trends,
